id,name,code,binning project,project group,taxonomy,description,bin length,GC%,coverage,# contigs,# features,longest contig,RP Inventory (total: 55),RP multiple,BSCG Inventory (total: 51),BSCG multiple,ASCG Inventory (total: 38),ASCG multiple,curation status,completion status
461466,H1-18-all-fractions_metab_maxbC_65,wsip-metawrap-drep-bins_Verrucomicrobia_60_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Verrucomicrobia, Bacteria",,2279898,60.47,1.78,453,2487,20005,39,1,38,1,8,1,Uncurated genome,partial
461467,H1-18-all-fractions_metab_69,wsip-metawrap-drep-bins_Sphingomonadales_65_8,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Sphingomonadales, Alphaproteobacteria, Proteobacteria, Bacteria",,2542617,65.27,7.84,20,2604,466520,41,0,41,1,12,1,Uncurated genome,near complete
461468,H1-18-all-fractions_metab_conc_71,wsip-metawrap-drep-bins_Actinobacteria_71_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,1950784,71.19,2.47,100,2230,118024,25,1,31,1,12,1,Uncurated genome,partial
461469,H1-18-all-fractions_metab_8,wsip-metawrap-drep-bins_Bdellovibrionales_52_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Bdellovibrionales, Bdellovibrio, Bacteria",,4221683,51.71,0.97,262,4151,80438,48,1,50,1,11,1,Uncurated genome,near complete
461470,H1-18-all-fractions_metab_conc_80,wsip-metawrap-drep-bins_Solirubrobacterales_69_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Solirubrobacterales, Thermoleophilia, Actinobacteria, Bacteria",,2429613,68.64,3.35,21,2416,411304,43,0,48,3,13,1,Uncurated genome,near complete
461471,H1-18-all-fractions_metab_85,wsip-metawrap-drep-bins_Ktedonobacter_racemifer_51_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Ktedonobacter racemifer, Ktedonobacter, Ktedonobacterales, Ktedonobacteria, Chloroflexi, Bacteria",,6001450,51.22,0.69,1133,6077,26546,28,4,31,8,11,3,Uncurated genome,partial
461472,H1-18-all-fractions_metab_conc_86,wsip-metawrap-drep-bins_Conexibacter_woesei_72_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Conexibacter woesei, Conexibacter, Solirubrobacterales, Thermoleophilia, Actinobacteria, Bacteria",,3022353,71.77,2.33,124,3121,111240,47,0,49,2,12,0,Uncurated genome,near complete
461473,H1-18-all-fractions_conc_96,wsip-metawrap-drep-bins_Pseudonocardiales_70_0,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Pseudonocardiales, Actinobacteria, Actinobacteria, Bacteria",,5967540,70.06,0.38,106,5733,300031,31,0,49,1,12,1,Uncurated genome,near complete
461474,H1-18-all-fractions_maxb_99,wsip-metawrap-drep-bins_Actinobacteria_69_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,2851814,68.61,1.29,145,2941,134637,49,1,50,0,13,1,Uncurated genome,near complete
461475,H2-16-all-fractions_metab_conc_1,wsip-metawrap-drep-bins_Acidobacteriales_58_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Acidobacteriales, Acidobacteriia, Acidobacteria, Bacteria",,4412935,57.81,0.91,241,4035,98057,26,4,28,5,11,1,Uncurated genome,partial
461476,H2-16-all-fractions_metab_conc_100,wsip-metawrap-drep-bins_Burkholderia_graminis_63_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Burkholderia graminis, Burkholderia, Burkholderiales, Betaproteobacteria, Proteobacteria, Bacteria",,6191342,63.36,1.49,771,6064,51067,21,0,23,1,12,0,Uncurated genome,partial
461477,H2-16-all-fractions_metab_conc_101,wsip-metawrap-drep-bins_Burkholderiales_63_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Burkholderiales, Betaproteobacteria, Proteobacteria, Bacteria",,5351632,63.13,2.49,999,5533,46431,44,4,46,6,14,4,Uncurated genome,near complete
461478,H2-16-all-fractions_metab_conc_111,wsip-metawrap-drep-bins_Actinobacteria_70_7,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,4067991,69.8,6.78,818,4846,27603,46,15,45,13,13,3,Uncurated genome,megabin
461479,H2-16-all-fractions_metab_114,wsip-metawrap-drep-bins_Bacteria_70_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,4340102,69.91,0.6,1214,5046,31606,30,8,32,10,10,3,Uncurated genome,partial
461480,H2-16-all-fractions_metab_conc_119,wsip-metawrap-drep-bins_Actinobacteria_73_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,6865070,72.86,2.2,323,6561,190486,21,0,23,3,14,3,Uncurated genome,partial
461481,H2-16-all-fractions_metab_12,wsip-metawrap-drep-bins_Bacteria_57_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,2834960,56.56,0.77,396,2909,31626,43,3,45,3,10,0,Uncurated genome,near complete
461482,H2-16-all-fractions_metab_121,wsip-metawrap-drep-bins_Acidobacteria_65_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Acidobacteria, Bacteria",,4992368,64.76,1.14,439,4459,65147,50,2,50,2,11,1,Uncurated genome,near complete
461483,H2-16-all-fractions_metab_123,wsip-metawrap-drep-bins_Actinobacteria_72_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,2386429,72.24,2.27,482,2946,23313,32,2,33,5,11,4,Uncurated genome,partial
461484,H2-16-all-fractions_metab_126,wsip-metawrap-drep-bins_Actinobacteria_69_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,4566868,69.44,2.3,41,4056,738825,45,0,49,0,13,2,Uncurated genome,near complete
461485,H2-16-all-fractions_metab_conc_131,wsip-metawrap-drep-bins_Actinobacteria_71_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,3555524,70.91,2.15,89,3428,149875,26,1,24,0,12,0,Uncurated genome,partial
461486,H2-16-all-fractions_metab_conc_137,wsip-metawrap-drep-bins_Bacteria_60_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,2790374,60.09,1.68,465,2952,23452,40,2,38,4,14,4,Uncurated genome,partial
461487,H2-16-all-fractions_metab_138,wsip-metawrap-drep-bins_Actinobacteria_69_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,2699576,69.06,2.89,135,2775,182006,46,7,49,7,13,0,Uncurated genome,near complete
461488,H2-16-all-fractions_metab_conc_16,wsip-metawrap-drep-bins_Bacteria_60_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,6104098,60.28,1.2,280,4996,103191,50,2,51,3,11,2,Uncurated genome,near complete
461489,H2-16-all-fractions_metab_conc_17,wsip-metawrap-drep-bins_Alphaproteobacteria_61_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Alphaproteobacteria, Proteobacteria, Bacteria",,4401139,60.73,1.46,562,4884,53626,33,9,34,8,11,3,Uncurated genome,partial
461490,H2-16-all-fractions_metab_conc_19,wsip-metawrap-drep-bins_Actinobacteria_69_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,2300719,69.19,3.48,109,2550,148774,41,0,40,0,12,1,Uncurated genome,partial
461491,H2-16-all-fractions_maxb_conc_24,wsip-metawrap-drep-bins_Ktedonobacter_racemifer_50_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Ktedonobacter racemifer, Ktedonobacter, Ktedonobacterales, Ktedonobacteria, Chloroflexi, Bacteria",,5457381,50.47,1.61,1121,5735,26338,27,1,27,7,12,2,Uncurated genome,partial
461492,H2-16-all-fractions_metab_conc_25,wsip-metawrap-drep-bins_Burkholderiales_70_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Burkholderiales, Betaproteobacteria, Proteobacteria, Bacteria",,4732178,70.21,1.24,904,5167,21306,28,3,30,7,10,1,Uncurated genome,partial
461493,H2-16-all-fractions_metab_conc_33,wsip-metawrap-drep-bins_Sphingomonadales_63_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Sphingomonadales, Alphaproteobacteria, Proteobacteria, Bacteria",,2086231,63.21,1.25,134,2179,87165,25,0,25,1,10,0,Uncurated genome,partial
461494,H2-16-all-fractions_metab_conc_41,wsip-metawrap-drep-bins_Actinobacteria_74_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,3538615,74.08,0.67,330,3730,52399,36,0,38,4,10,4,Uncurated genome,partial
461495,H2-16-all-fractions_metab_conc_42,wsip-metawrap-drep-bins_Caulobacterales_70_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Caulobacterales, Alphaproteobacteria, Proteobacteria, Bacteria",,3913082,69.94,1.55,161,4004,117938,27,4,27,2,10,2,Uncurated genome,partial
461496,H2-16-all-fractions_metab_conc_43,wsip-metawrap-drep-bins_Acidobacteriales_58_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Acidobacteriales, Acidobacteriia, Acidobacteria, Bacteria",,3128160,58.33,1.47,130,2999,136278,23,0,23,0,10,1,Uncurated genome,partial
461497,H2-16-all-fractions_metab_conc_47,wsip-metawrap-drep-bins_Alphaproteobacteria_65_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Alphaproteobacteria, Proteobacteria, Bacteria",,7132915,65.07,1.98,859,7371,49909,37,3,38,3,8,2,Uncurated genome,partial
461498,H2-16-all-fractions_metab_conc_5,wsip-metawrap-drep-bins_Streptomyces_sviceus_71_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Streptomyces sviceus, Streptomyces, Streptomycetales, Actinobacteria, Actinobacteria, Bacteria",,9032007,70.56,1.88,658,8739,63575,29,3,32,3,12,2,Uncurated genome,partial
461499,H2-16-all-fractions_metab_conc_54,wsip-metawrap-drep-bins_Actinobacteria_70_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,2222060,70.32,1.7,97,2347,92210,41,1,39,1,8,0,Uncurated genome,partial
461500,H2-16-all-fractions_metab_56,wsip-metawrap-drep-bins_Actinobacteria_73_4,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,4443026,73.15,3.57,55,4099,358885,28,0,28,1,12,2,Uncurated genome,partial
461501,H2-16-all-fractions_metab_57,wsip-metawrap-drep-bins_Sphingomonadales_64_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Sphingomonadales, Alphaproteobacteria, Proteobacteria, Bacteria",,3255206,63.73,3.21,230,3509,145351,27,3,25,5,9,1,Uncurated genome,partial
461502,H2-16-all-fractions_metab_conc_60,wsip-metawrap-drep-bins_Proteobacteria_70_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Proteobacteria, Bacteria",,5887350,69.76,1.02,290,5297,93168,23,0,25,1,11,1,Uncurated genome,partial
461503,H2-16-all-fractions_metab_conc_62,wsip-metawrap-drep-bins_Propionibacteriales_70_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Propionibacteriales, Actinobacteria, Actinobacteria, Bacteria",,3468110,69.56,2.59,400,3835,123541,28,3,25,4,8,2,Uncurated genome,partial
461504,H2-16-all-fractions_metab_63_CM_curated,wsip-metawrap-drep-bins_Actinobacteria_69_7,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,2929297,68.64,6.82,20,3120,389836,47,1,50,1,13,1,Uncurated genome,near complete
461505,H2-16-all-fractions_metab_conc_65,wsip-metawrap-drep-bins_Actinobacteria_69_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,3216359,68.76,1.08,169,3147,84622,46,0,47,1,11,0,Uncurated genome,near complete
461506,H2-16-all-fractions_metab_conc_71,wsip-metawrap-drep-bins_Burkholderiales_69_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Burkholderiales, Betaproteobacteria, Proteobacteria, Bacteria",,5388556,69.2,2.95,528,5208,43467,23,1,22,6,10,1,Uncurated genome,partial
461507,H2-16-all-fractions_metab_75,wsip-metawrap-drep-bins_Sphingomonadales_65_6,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Sphingomonadales, Alphaproteobacteria, Proteobacteria, Bacteria",,2419722,65.26,5.57,400,2799,31821,44,22,46,25,13,4,Uncurated genome,megabin
461508,H2-16-all-fractions_metab_conc_77,wsip-metawrap-drep-bins_Actinobacteria_71_4,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,3438692,71.07,4.24,697,4155,28917,46,3,48,6,15,1,Uncurated genome,near complete
461509,H2-16-all-fractions_metab_conc_97,wsip-metawrap-drep-bins_Actinobacteria_72_4,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,3157618,72.28,3.97,282,3350,58684,25,0,24,1,11,0,Uncurated genome,partial
461510,H2-18-all-fractions_metab_conc_15,wsip-metawrap-drep-bins_Gemmatimonadetes_61_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Gemmatimonadetes, Bacteria",,2281750,61.44,2.69,306,2361,29523,40,2,43,2,12,0,Uncurated genome,near complete
461511,H2-18-all-fractions_metab_conc_22,wsip-metawrap-drep-bins_Proteobacteria_61_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Proteobacteria, Bacteria",,8089889,61.34,2.35,67,7213,396999,51,0,51,0,13,0,Uncurated genome,near complete
461512,H2-18-all-fractions_metab_conc_34,wsip-metawrap-drep-bins_Actinobacteria_69_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,3126968,68.98,3.29,336,3625,43126,43,7,46,7,11,1,Uncurated genome,near complete
461513,H2-18-all-fractions_metab_36,wsip-metawrap-drep-bins_Geodermatophilales_73_9,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Geodermatophilales, Actinobacteria, Actinobacteria, Bacteria",,3892102,72.54,9.49,1116,4775,83461,29,3,29,4,10,3,Uncurated genome,partial
461514,H2-18-all-fractions_metab_conc_39,wsip-metawrap-drep-bins_Bacteria_66_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,5371659,65.77,1.37,666,4748,58568,38,3,38,4,10,1,Uncurated genome,partial
461515,H2-18-all-fractions_metab_conc_45,wsip-metawrap-drep-bins_Bacteria_60_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,2391659,60.3,1.57,437,2603,21067,41,4,44,5,12,1,Uncurated genome,near complete
461516,H2-18-all-fractions_metab_49,wsip-metawrap-drep-bins_Bacteria_55_0,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,3234460,54.57,0.32,992,3942,16397,40,1,43,6,11,4,Uncurated genome,near complete
461517,H2-18-all-fractions_metab_conc_56,wsip-metawrap-drep-bins_Bacteria_56_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,7032272,56.46,3.04,289,6746,257598,50,1,51,1,13,0,Uncurated genome,near complete
461518,H2-18-all-fractions_metab_conc_57,wsip-metawrap-drep-bins_Sphingobacteriales_44_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Sphingobacteriales, Sphingobacteriia, Bacteroidetes, Bacteria",,5480678,44.04,1.79,253,4683,97815,50,1,51,0,13,0,Uncurated genome,near complete
461519,H2-18-all-fractions_metab_conc_62,wsip-metawrap-drep-bins_Actinobacteria_69_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,4197783,68.99,1.93,253,4184,78360,33,3,32,2,12,1,Uncurated genome,partial
461520,H2-18-all-fractions_metab_63,wsip-metawrap-drep-bins_Massilia_66_5,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Massilia, Burkholderiales, Betaproteobacteria, Proteobacteria, Bacteria",,5547559,65.59,4.84,311,5041,160650,28,3,30,6,14,4,Uncurated genome,partial
461521,H2-18-all-fractions_metab_conc_74,wsip-metawrap-drep-bins_Bradyrhizobium_62_4,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Bradyrhizobium, Rhizobiales, Alphaproteobacteria, Proteobacteria, Bacteria",,5461542,62.19,3.5,776,5775,34416,26,7,26,8,10,3,Uncurated genome,partial
461522,H2-18-all-fractions_metab_maxbC_80,wsip-metawrap-drep-bins_Verrucomicrobia_59_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Verrucomicrobia, Bacteria",,2456941,59.32,1.52,214,2429,54373,45,0,47,2,13,2,Uncurated genome,near complete
461523,H2-18-all-fractions_metab_conc_82,wsip-metawrap-drep-bins_Actinobacteria_69_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,2533234,68.91,0.67,173,2820,89096,42,0,48,1,11,0,Uncurated genome,near complete
461524,H2-18-all-fractions_metab_84_curated_AG_curated,wsip-metawrap-drep-bins_Actinobacteria_68_20,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,3563963,67.94,19.68,20,3708,677951,48,0,49,0,13,0,Uncurated genome,near complete
461525,H2-18-all-fractions_metab_conc_87,wsip-metawrap-drep-bins_Actinobacteria_71_5,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,3641671,71.16,4.79,689,4330,28345,47,0,49,3,14,0,Uncurated genome,near complete
461526,H2-18-all-fractions_metab_conc_88,wsip-metawrap-drep-bins_Niastella_koreensis_45_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Niastella koreensis, Niastella, Sphingobacteriales, Sphingobacteriia, Bacteroidetes, Bacteria",,7448802,44.68,2.09,452,6306,109871,50,0,51,0,12,1,Uncurated genome,near complete
461527,H2-18-all-fractions_metab_91,wsip-metawrap-drep-bins_Actinobacteria_71_5,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,2463077,70.55,4.75,65,2647,144299,25,0,27,1,10,1,Uncurated genome,partial
461528,H2-18-all-fractions_metab_conc_95,wsip-metawrap-drep-bins_Alphaproteobacteria_63_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Alphaproteobacteria, Proteobacteria, Bacteria",,4288367,63.03,0.9,1017,4909,20022,39,1,44,2,10,0,Uncurated genome,near complete
461529,H2-18-all-fractions_metab_conc_96,wsip-metawrap-drep-bins_Actinobacteria_70_6,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,3983093,69.71,5.5,685,4574,33104,41,11,44,11,9,2,Uncurated genome,megabin
461530,H2-18-all-fractions_metab_conc_98,wsip-metawrap-drep-bins_Propionibacteriales_71_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Propionibacteriales, Actinobacteria, Actinobacteria, Bacteria",,5432254,70.51,1.74,995,6341,25879,24,10,23,8,11,6,Uncurated genome,partial
461531,H3-16-all-fractions_metab_conc_1,wsip-metawrap-drep-bins_Bacteria_58_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,3708809,58.22,2.58,8,3317,1869835,50,2,48,3,14,1,Uncurated genome,near complete
461532,H3-16-all-fractions_metab_conc_10,wsip-metawrap-drep-bins_Gemmatimonadetes_68_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Gemmatimonadetes, Bacteria",,3991371,67.57,1.7,159,3652,160203,43,1,47,2,13,1,Uncurated genome,near complete
461533,H3-16-all-fractions_metab_conc_100,wsip-metawrap-drep-bins_Burkholderiales_71_4,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Burkholderiales, Betaproteobacteria, Proteobacteria, Bacteria",,6206281,70.65,3.92,1011,6305,54002,42,4,44,4,9,2,Uncurated genome,near complete
461534,H3-16-all-fractions_metab_conc_11,wsip-metawrap-drep-bins_Cystobacter_violaceus_70_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Cystobacter violaceus, Cystobacter, Myxococcales, Deltaproteobacteria, Proteobacteria, Bacteria",,10044856,69.91,1.26,150,8402,312541,47,2,48,8,14,2,Uncurated genome,near complete
461535,H3-16-all-fractions_metab_conc_110,wsip-metawrap-drep-bins_Bacteria_59_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,2462392,58.64,0.59,298,2452,34383,40,0,42,1,10,0,Uncurated genome,near complete
461536,H3-16-all-fractions_metab_maxbC_112,wsip-metawrap-drep-bins_Burkholderiales_62_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Burkholderiales, Betaproteobacteria, Proteobacteria, Bacteria",,4361430,61.59,1.29,335,4137,65044,32,0,39,1,13,0,Uncurated genome,partial
461537,H3-16-all-fractions_metab_conc_113,wsip-metawrap-drep-bins_RIFCSPLOWO2_12_FULL_Bacteroidetes_35_15_curated_45_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"RIFCSPLOWO2_12_FULL_Bacteroidetes_35_15_curated, Bacteroidetes, Bacteria",,4653041,45.44,1.49,15,4022,1052142,51,1,51,0,14,1,Uncurated genome,near complete
461538,H3-16-all-fractions_metab_conc_118,wsip-metawrap-drep-bins_Mycobacterium_smegmatis_66_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Mycobacterium smegmatis, Mycobacterium, Corynebacteriales, Actinobacteria, Actinobacteria, Bacteria",,6854953,65.55,1.7,385,7223,135513,51,1,50,1,12,2,Uncurated genome,near complete
461539,H3-16-all-fractions_conc_123,wsip-metawrap-drep-bins_Niastella_koreensis_45_0,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Niastella koreensis, Niastella, Sphingobacteriales, Sphingobacteriia, Bacteroidetes, Bacteria",,7341113,44.82,0.43,578,6218,117270,51,0,51,0,12,0,Uncurated genome,near complete
461540,H3-16-all-fractions_metab_conc_126,wsip-metawrap-drep-bins_Actinobacteria_70_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,2545789,69.75,1.28,605,3137,20083,30,1,34,3,12,2,Uncurated genome,partial
461541,H3-16-all-fractions_metab_conc_13,wsip-metawrap-drep-bins_Lysobacter_68_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Lysobacter, Xanthomonadales, Gammaproteobacteria, Proteobacteria, Bacteria",,2790682,68,1.32,212,2761,55500,28,8,29,7,10,2,Uncurated genome,partial
461542,H3-16-all-fractions_metab_130,wsip-metawrap-drep-bins_Bacteria_58_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,5210819,58.33,2.19,74,4493,333962,49,0,49,1,14,0,Uncurated genome,near complete
461543,H3-16-all-fractions_metab_maxbC_136,wsip-metawrap-drep-bins_Myxococcales_66_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Myxococcales, Deltaproteobacteria, Proteobacteria, Bacteria",,4750517,66.34,0.89,754,4772,25382,36,1,38,4,10,0,Uncurated genome,partial
461544,H3-16-all-fractions_metab_140,wsip-metawrap-drep-bins_Gemmatimonadetes_61_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Gemmatimonadetes, Bacteria",,2962081,61.47,2.92,737,3324,29868,46,11,46,12,13,3,Uncurated genome,megabin
461545,H3-16-all-fractions_metab_147,wsip-metawrap-drep-bins_Actinobacteria_71_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,8648811,70.81,1.66,1669,8940,40831,33,11,33,14,13,5,Uncurated genome,partial
461546,H3-16-all-fractions_metab_148,wsip-metawrap-drep-bins_Actinobacteria_72_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,4173845,71.81,2.38,178,4319,240573,36,1,37,4,13,3,Uncurated genome,partial
461547,H3-16-all-fractions_metab_conc_152,wsip-metawrap-drep-bins_Gemmatimonadetes_60_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Gemmatimonadetes, Bacteria",,3700320,60.06,1.52,6,3482,1580219,45,0,46,0,14,0,Uncurated genome,near complete
461548,H3-16-all-fractions_metab_155,wsip-metawrap-drep-bins_Actinobacteria_71_4,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,4153460,71,3.97,30,3896,700017,50,2,51,0,13,0,Uncurated genome,near complete
461549,H3-16-all-fractions_metab_25,wsip-metawrap-drep-bins_Hyalangium_minutum_68_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Hyalangium minutum, Hyalangium, Myxococcales, Deltaproteobacteria, Proteobacteria, Bacteria",,9453458,68.49,2.61,259,7945,337403,47,1,48,3,14,1,Uncurated genome,near complete
461550,H3-16-all-fractions_maxb_26,wsip-metawrap-drep-bins_Sphingobacteriales_42_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Sphingobacteriales, Sphingobacteriia, Bacteroidetes, Bacteria",,4124613,41.5,0.53,943,4300,26621,38,13,43,18,8,3,Uncurated genome,megabin
461551,H3-16-all-fractions_metab_conc_29,wsip-metawrap-drep-bins_Actinobacteria_71_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,7569856,71.39,1.59,355,7334,113231,33,4,35,5,10,3,Uncurated genome,partial
461552,H3-16-all-fractions_conc_3,wsip-metawrap-drep-bins_Actinobacteria_70_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,6077521,70.44,1.06,493,6162,63338,36,2,38,3,13,2,Uncurated genome,partial
461553,H3-16-all-fractions_metab_conc_30,wsip-metawrap-drep-bins_Propionibacteriales_71_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Propionibacteriales, Actinobacteria, Actinobacteria, Bacteria",,3311763,70.85,2.14,248,3494,60459,20,1,20,2,10,1,Uncurated genome,partial
461554,H3-16-all-fractions_metab_conc_31,wsip-metawrap-drep-bins_Alphaproteobacteria_63_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Alphaproteobacteria, Proteobacteria, Bacteria",,4887832,62.77,1.24,52,4540,426642,47,0,48,1,10,0,Uncurated genome,near complete
461555,H3-16-all-fractions_metab_conc_32,wsip-metawrap-drep-bins_Actinobacteria_69_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,3133788,69.2,2.54,116,3385,126378,23,1,29,2,12,1,Uncurated genome,partial
