isolate,class,phylum,response,mingt,rrn,genomesize,monomer,ontology,BGE,rgrowth,BP,BR
Micromonosporaceae bacterium URHE0070,Actinobacteria,Actinobacteria,negative,4.16,10,7372737,L-carnitine,Amino acids,0.4961621793359983,0.06141325592512553,8.372679441013577e-9,5.839926689683378e-9
Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,positive,4.36,8,7485871,L-carnitine,Amino acids,0.522195594773091,0.05142652806917415,6.204972981408391e-9,4.770426685678901e-9
Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,positive,3.83,7,6657122,L-carnitine,Amino acids,0.5492240478526886,0.06486911555197139,8.222794110216998e-9,5.126228411397278e-9
Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,undefined,6.28,12,4684622,L-carnitine,Amino acids,0.4565068248169781,0.036639725074383775,4.3155975342487245e-9,4.206974433837649e-9
Nocardioides sp. URHA0032,Actinobacteria,Actinobacteria,undefined,4.82,5,4560838,L-carnitine,Amino acids,0.6026499204905071,0.0666331089810973,8.43394891538793e-9,3.5518371577845917e-9
Paenibacillus sp. URHA0014,Bacilli,Firmicutes,negative,1.43,23,7371174,L-carnitine,Amino acids,0.36455764259550866,0.0741301585213447,9.80202286353345e-9,1.349018948946519e-8
Pseudomonas sp. URHB0015,Gammaproteobacteria,Proteobacteria,positive,0.96,8,6208105,L-carnitine,Amino acids,0.5877585550161188,0.21538499585975918,5.537623181553296e-8,1.3516506554289918e-8
Rhodospirillales bacterium URHD0017,Alphaproteobacteria,Proteobacteria,positive,7.05,3,8179139,L-carnitine,Amino acids,0.6685908166652914,0.05044044938142821,6.021874491448212e-9,2.44230002243539e-9
Rhodospirillales bacterium URHD0088,Alphaproteobacteria,Proteobacteria,undefined,7.49,9,6646877,L-carnitine,Amino acids,0.5188968908964631,0.05952552209368671,7.52231172427432e-9,5.2055637118361095e-9
Solirubrobacter sp. URHD0082,Thermoleophilia,Actinobacteria,negative,6.11,3,6640086,L-carnitine,Amino acids,0.6709745850557706,0.04681071224679711,5.507329011081548e-9,2.189329956269082e-9
Solirubrobacterales bacterium URHD0059,Thermoleophilia,Actinobacteria,negative,4.74,3,6572728,L-carnitine,Amino acids,0.6725555573092761,0.05351838136498719,6.410580688118928e-9,2.475954676966145e-9
Sphingomonas sp. URHD0007,Alphaproteobacteria,Proteobacteria,positive,6.3,3,2934896,L-carnitine,Amino acids,0.6572308001923003,0.025298465905275812,2.7248684884828126e-9,1.2701953669428996e-9
Sphingomonas sp. URHD0057,Alphaproteobacteria,Proteobacteria,positive,6.78,3,2785891,L-carnitine,Amino acids,0.66793928140659,0.03565500058850752,4.180988602534231e-9,1.4125247497781413e-9
Staphylococcus sp. URHA0057,Bacilli,Firmicutes,undefined,0.75,13,2549675,L-carnitine,Amino acids,0.5452851863219408,0.3936708217429644,7.020299965782213e-8,2.8001078558153656e-8
Streptomyces sp. URHA0041,Actinobacteria,Actinobacteria,positive,4.04,14,8015544,L-carnitine,Amino acids,0.4461423621621291,0.06267783573709873,8.53234246293152e-9,7.689877155999567e-9
Variovorax sp. URHB0020,Betaproteobacteria,Proteobacteria,positive,8.33,12,6632341,L-carnitine,Amino acids,0.45780922579932093,0.035702175095418856,4.100213753681072e-9,4.273745575674525e-9
Acidobacteriaceae bacterium URHE0068,Acidobacteria,Acidobacteria,positive,7.0,3,6679185,L-citrulline,Amino acids,0.6366628009550674,0.059817246194111495,7.90133383430334e-9,2.500086428787105e-9
Bacillus sp. URHB0009,Bacilli,Firmicutes,negative,1.31,20,5377210,L-citrulline,Amino acids,0.409503029521769,0.13606775621979766,3.213823205601442e-8,1.7274548801981782e-8
Blastococcus sp. URHD0036,Actinobacteria,Actinobacteria,undefined,2.78,8,5177578,L-citrulline,Amino acids,0.5109489395727553,0.10330307833612039,1.5628186279078363e-8,7.462997565135728e-9
Bradyrhizobium sp. URHA0002,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6972827,L-citrulline,Amino acids,0.6351136672915301,0.056904895977410656,7.457846186474436e-9,2.6111666654874486e-9
Bradyrhizobium sp. URHA0013,Alphaproteobacteria,Proteobacteria,positive,5.73,3,7193102,L-citrulline,Amino acids,0.6352691468648225,0.061603030597235924,7.882334998244412e-9,2.9839903859210095e-9
Bradyrhizobium sp. URHD0069,Alphaproteobacteria,Proteobacteria,positive,5.32,3,6793945,L-citrulline,Amino acids,0.638956334974603,0.07192275813429395,9.434747597617267e-9,3.110123254131274e-9
Burkholderia sp. URHA0054,Betaproteobacteria,Proteobacteria,positive,2.43,10,7244804,L-citrulline,Amino acids,0.4751451115250186,0.09147740324342782,1.4087943675269775e-8,9.300446897916748e-9
Caulobacter sp. URHA0033,Alphaproteobacteria,Proteobacteria,positive,2.9,3,5642219,L-citrulline,Amino acids,0.6302623737138789,0.058175376365984785,7.421028127770155e-9,2.9998112392615138e-9
Cellulomonas sp. URHD0024,Actinobacteria,Actinobacteria,undefined,2.52,8,4210445,L-citrulline,Amino acids,0.502350108394976,0.08284337357109402,1.2327922338082933e-8,5.96450322551676e-9
Cellulomonas sp. URHE0023,Actinobacteria,Actinobacteria,undefined,3.57,5,4467545,L-citrulline,Amino acids,0.5635549133548641,0.06478043137100137,8.89018515795098e-9,3.521939806194348e-9
Comamonadaceae bacterium URHA0028,Betaproteobacteria,Proteobacteria,positive,6.24,5,4904121,L-citrulline,Amino acids,0.5610139714446915,0.049277185800888995,6.177182279109551e-9,3.2033169482881323e-9
Dongia sp. URHE0060,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6067264,L-citrulline,Amino acids,0.6324017642407069,0.04999495627937547,6.232080228162896e-9,2.447684274605953e-9
Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,undefined,3.33,8,5264264,L-citrulline,Amino acids,0.49495071603094737,0.05890495120616775,8.375887821789973e-9,4.957496182625437e-9
Geodermatophilaceae bacterium URHA0031,Actinobacteria,Actinobacteria,negative,2.72,9,5236918,L-citrulline,Amino acids,0.4892686181679607,0.08420691313747335,1.3237224864364403e-8,6.665756628443376e-9
Geodermatophilaceae bacterium URHB0048,Actinobacteria,Actinobacteria,negative,3.6,7,4705879,L-citrulline,Amino acids,0.5225329110128032,0.0796498431893462,1.10686026167342e-8,5.473961255009633e-9
Geodermatophilaceae bacterium URHB0062,Actinobacteria,Actinobacteria,negative,2.24,9,5093035,L-citrulline,Amino acids,0.49226609123865117,0.10077033002444298,1.5727842692504375e-8,7.996798921925814e-9
Intrasporangiaceae bacterium URHB0013,Actinobacteria,Actinobacteria,undefined,2.25,6,4567713,L-citrulline,Amino acids,0.5535095735171371,0.12205406378829001,1.9506036430726187e-8,6.610384324098087e-9
Lysobacter sp. URHA0019,Gammaproteobacteria,Proteobacteria,undefined,5.26,5,3223982,L-citrulline,Amino acids,0.5670630207006802,0.06558201277637014,8.547310728849906e-9,3.27943513588072e-9
Marmoricola sp. URHB0036,Actinobacteria,Actinobacteria,undefined,3.88,3,4829548,L-citrulline,Amino acids,0.632874290650745,0.055941220719803536,7.299165413250382e-9,2.2878449143105354e-9
Mesorhizobium sp. URHA0056,Alphaproteobacteria,Proteobacteria,positive,4.7,4,6306952,L-citrulline,Amino acids,0.5945856962909892,0.0598389258592108,7.895974470378945e-9,3.4232986056015194e-9
Mesorhizobium sp. URHB0007,Alphaproteobacteria,Proteobacteria,positive,5.01,4,6069513,L-citrulline,Amino acids,0.5933215080335484,0.05532789240441383,7.225097913452722e-9,3.1541927859923886e-9
Mesorhizobium sp. URHC0008,Alphaproteobacteria,Proteobacteria,positive,5.12,3,7106298,L-citrulline,Amino acids,0.6316191300369595,0.05644176849976113,6.875062805240072e-9,3.1548168042984634e-9
Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,undefined,1.82,6,4034872,L-citrulline,Amino acids,0.5567576425474583,0.1434223192953151,2.3379040778593605e-8,7.537153493613199e-9
Micromonosporaceae bacterium URHE0070,Actinobacteria,Actinobacteria,negative,4.16,10,7372737,L-citrulline,Amino acids,0.465621655669631,0.05570184009828348,8.360986500225998e-9,5.416846649718647e-9
Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,positive,4.36,8,7485871,L-citrulline,Amino acids,0.48990896209187973,0.04930334388253986,6.198302229964812e-9,5.016402132866487e-9
Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,positive,3.83,7,6657122,L-citrulline,Amino acids,0.5154228303429935,0.06429000037280015,8.21381014549864e-9,5.757574836170424e-9
Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,undefined,6.28,12,4684622,L-citrulline,Amino acids,0.4281519657303882,0.0360554693905641,4.313549581363517e-9,4.5110068272770636e-9
Nocardioides sp. URHA0032,Actinobacteria,Actinobacteria,undefined,4.82,5,4560838,L-citrulline,Amino acids,0.5655237702154644,0.06332445278216495,8.429581364891028e-9,3.4338815056978788e-9
Paenibacillus sp. URHA0014,Bacilli,Firmicutes,negative,1.43,23,7371174,L-citrulline,Amino acids,0.34213247953181997,0.07743690909137779,9.77784739922657e-9,1.5698523379175203e-8
Pseudomonas sp. URHB0015,Gammaproteobacteria,Proteobacteria,positive,0.96,8,6208105,L-citrulline,Amino acids,0.5516369649195363,0.19709441777872597,5.495242347131976e-8,1.2734346295965367e-8
Rhodospirillales bacterium URHD0017,Alphaproteobacteria,Proteobacteria,positive,7.05,3,8179139,L-citrulline,Amino acids,0.6270705220786466,0.05033487678075328,6.016921472757797e-9,2.7922403189808056e-9
Rhodospirillales bacterium URHD0088,Alphaproteobacteria,Proteobacteria,undefined,7.49,9,6646877,L-citrulline,Amino acids,0.4869415361761179,0.05709238927721759,7.510637941708714e-9,5.319468748401418e-9
Solirubrobacter sp. URHD0082,Thermoleophilia,Actinobacteria,negative,6.11,3,6640086,L-citrulline,Amino acids,0.6290735759400918,0.04550806020634437,5.5046257365644305e-9,2.415955170290311e-9
Solirubrobacterales bacterium URHD0059,Thermoleophilia,Actinobacteria,negative,4.74,3,6572728,L-citrulline,Amino acids,0.6307234207313426,0.05288985647780211,6.405948164866622e-9,2.887531512737031e-9
Sphingomonas sp. URHD0007,Alphaproteobacteria,Proteobacteria,positive,6.3,3,2934896,L-citrulline,Amino acids,0.6149343830621066,0.025077230184171125,2.724477057953121e-9,1.4865751444440803e-9
Sphingomonas sp. URHD0057,Alphaproteobacteria,Proteobacteria,positive,6.78,3,2785891,L-citrulline,Amino acids,0.6258947735629404,0.03551198125194514,4.1804741884586846e-9,1.6083182232876914e-9
Staphylococcus sp. URHA0057,Bacilli,Firmicutes,undefined,0.75,13,2549675,L-citrulline,Amino acids,0.5119139360216161,0.3736800448177958,6.998233322224533e-8,2.7162583689345998e-8
Streptomyces sp. URHA0041,Actinobacteria,Actinobacteria,positive,4.04,14,8015544,L-citrulline,Amino acids,0.4187213121306885,0.06412606200324987,8.513539305062104e-9,8.899876031491522e-9
Variovorax sp. URHB0020,Betaproteobacteria,Proteobacteria,positive,8.33,12,6632341,L-citrulline,Amino acids,0.4293338588453323,0.03556369804832807,4.096364632984065e-9,4.765418898452284e-9
Acidobacteriaceae bacterium URHE0068,Acidobacteria,Acidobacteria,positive,7.0,3,6679185,L-glutamate ,Amino acids,0.601571101926396,0.0591786381479579,7.893340941148197e-9,2.6885078190530445e-9
Bacillus sp. URHB0009,Bacilli,Firmicutes,negative,1.31,20,5377210,L-glutamate ,Amino acids,0.38714703060405314,0.13048648910620506,3.2010144012402144e-8,1.6998356577576413e-8
Blastococcus sp. URHD0036,Actinobacteria,Actinobacteria,undefined,2.78,8,5177578,L-glutamate ,Amino acids,0.48320598941711473,0.0935169480942405,1.561578896261329e-8,6.652272319881888e-9
Bradyrhizobium sp. URHA0002,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6972827,L-glutamate ,Amino acids,0.600175274976058,0.059539163299674056,7.449621649003408e-9,3.1908505339437884e-9
Bradyrhizobium sp. URHA0013,Alphaproteobacteria,Proteobacteria,positive,5.73,3,7193102,L-glutamate ,Amino acids,0.6003663590946559,0.0609966838179531,7.877970441572877e-9,3.3277245668287132e-9
Bradyrhizobium sp. URHD0069,Alphaproteobacteria,Proteobacteria,positive,5.32,3,6793945,L-glutamate ,Amino acids,0.6039521547883986,0.069331087402002,9.423304164107381e-9,3.156944355103731e-9
Burkholderia sp. URHA0054,Betaproteobacteria,Proteobacteria,positive,2.43,10,7244804,L-glutamate ,Amino acids,0.449281550138201,0.09157894287933847,1.405065728209036e-8,1.0254507038057605e-8
Caulobacter sp. URHA0033,Alphaproteobacteria,Proteobacteria,positive,2.9,3,5642219,L-glutamate ,Amino acids,0.5954133410634208,0.0585823032367172,7.4175547331251575e-9,3.569727458179627e-9
Cellulomonas sp. URHD0024,Actinobacteria,Actinobacteria,undefined,2.52,8,4210445,L-glutamate ,Amino acids,0.4749632953966376,0.08229441322527903,1.2319842404553493e-8,6.171126831298322e-9
Cellulomonas sp. URHE0023,Actinobacteria,Actinobacteria,undefined,3.57,5,4467545,L-glutamate ,Amino acids,0.5326697753496176,0.06384365665976269,8.886299923623293e-9,3.677988543477512e-9
Comamonadaceae bacterium URHA0028,Betaproteobacteria,Proteobacteria,positive,6.24,5,4904121,L-glutamate ,Amino acids,0.530128433240307,0.04940016792752103,6.175531796440661e-9,3.618415615636404e-9
Dongia sp. URHE0060,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6067264,L-glutamate ,Amino acids,0.5974614474086621,0.05056389943164047,6.228310903361463e-9,2.9162156388924776e-9
Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,undefined,3.33,8,5264264,L-glutamate ,Amino acids,0.46781667927257814,0.05989278624485474,8.369656661301215e-9,5.6832105592128875e-9
Geodermatophilaceae bacterium URHA0031,Actinobacteria,Actinobacteria,negative,2.72,9,5236918,L-glutamate ,Amino acids,0.4626320066238343,0.08605958591278101,1.3218825295658822e-8,7.424389617221411e-9
Geodermatophilaceae bacterium URHB0048,Actinobacteria,Actinobacteria,negative,3.6,7,4705879,L-glutamate ,Amino acids,0.49405089225783494,0.07675699599304131,1.1060912517287573e-8,5.407681399835622e-9
Geodermatophilaceae bacterium URHB0062,Actinobacteria,Actinobacteria,negative,2.24,9,5093035,L-glutamate ,Amino acids,0.4655275319958286,0.09406807796953415,1.5709998576365474e-8,7.556453225967825e-9
Intrasporangiaceae bacterium URHB0013,Actinobacteria,Actinobacteria,undefined,2.25,6,4567713,L-glutamate ,Amino acids,0.523467720258453,0.11517683135772547,1.949273621515476e-8,6.331666429347703e-9
Lysobacter sp. URHA0019,Gammaproteobacteria,Proteobacteria,undefined,5.26,5,3223982,L-glutamate ,Amino acids,0.5360335401406722,0.06385030778258825,8.544976200837643e-9,3.242710551845567e-9
Marmoricola sp. URHB0036,Actinobacteria,Actinobacteria,undefined,3.88,3,4829548,L-glutamate ,Amino acids,0.5980072101493066,0.056113382616724036,7.29798459653076e-9,2.6268696690372474e-9
Mesorhizobium sp. URHA0056,Alphaproteobacteria,Proteobacteria,positive,4.7,4,6306952,L-glutamate ,Amino acids,0.5619384894735253,0.06010286947292459,7.889298512920182e-9,3.967933697317305e-9
Mesorhizobium sp. URHB0007,Alphaproteobacteria,Proteobacteria,positive,5.01,4,6069513,L-glutamate ,Amino acids,0.5606856783476376,0.055717670422767124,7.219921008645438e-9,3.6825108104950895e-9
Mesorhizobium sp. URHC0008,Alphaproteobacteria,Proteobacteria,positive,5.12,3,7106298,L-glutamate ,Amino acids,0.596792434288204,0.05616896427643493,6.868076469339707e-9,3.4395244480475646e-9
Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,undefined,1.82,6,4034872,L-glutamate ,Amino acids,0.5265547877640353,0.13922478562519772,2.3352670291060947e-8,7.437178944127949e-9
Micromonosporaceae bacterium URHE0070,Actinobacteria,Actinobacteria,negative,4.16,10,7372737,L-glutamate ,Amino acids,0.44013034522481165,0.06314322265535907,8.350655991617407e-9,7.701135293520513e-9
Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,positive,4.36,8,7485871,L-glutamate ,Amino acids,0.4629657798412479,0.05141421577564501,6.191322954213784e-9,6.05212375524913e-9
Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,positive,3.83,7,6657122,L-glutamate ,Amino acids,0.4872010894426244,0.06432461281344563,8.204539973886157e-9,6.463074471706603e-9
Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,undefined,6.28,12,4684622,L-glutamate ,Amino acids,0.4045216618537899,0.036513603842069246,4.312322509261017e-9,5.113157075612217e-9
Nocardioides sp. URHA0032,Actinobacteria,Actinobacteria,undefined,4.82,5,4560838,L-glutamate ,Amino acids,0.5345469621104927,0.06226366435818573,8.425995129726177e-9,3.5542678611533337e-9
Paenibacillus sp. URHA0014,Bacilli,Firmicutes,negative,1.43,23,7371174,L-glutamate ,Amino acids,0.3234055484961756,0.07479128955261918,9.75822719822704e-9,1.6338036606571486e-8
Pseudomonas sp. URHB0015,Gammaproteobacteria,Proteobacteria,positive,0.96,8,6208105,L-glutamate ,Amino acids,0.5212407061684914,0.1695085589338011,5.4462086708708744e-8,1.1290776426842345e-8
Rhodospirillales bacterium URHD0017,Alphaproteobacteria,Proteobacteria,positive,7.05,3,8179139,L-glutamate ,Amino acids,0.5923928602899687,0.04887603432535555,6.009911864402695e-9,2.9008772188451802e-9
Rhodospirillales bacterium URHD0088,Alphaproteobacteria,Proteobacteria,undefined,7.49,9,6646877,L-glutamate ,Amino acids,0.46028153419675233,0.0570575045457911,7.50329309018038e-9,5.92572271910312e-9
Solirubrobacter sp. URHD0082,Thermoleophilia,Actinobacteria,negative,6.11,3,6640086,L-glutamate ,Amino acids,0.5941708711436311,0.045664160414910754,5.502075716835297e-9,2.839359328385726e-9
Solirubrobacterales bacterium URHD0059,Thermoleophilia,Actinobacteria,negative,4.74,3,6572728,L-glutamate ,Amino acids,0.5958639343890353,0.051944954042549035,6.402516633091856e-9,3.1761638033697856e-9
Sphingomonas sp. URHD0007,Alphaproteobacteria,Proteobacteria,positive,6.3,3,2934896,L-glutamate ,Amino acids,0.5798388125547903,0.024953525517025857,2.7244371574179147e-9,1.6772007876676366e-9
Sphingomonas sp. URHD0057,Alphaproteobacteria,Proteobacteria,positive,6.78,3,2785891,L-glutamate ,Amino acids,0.5909113927879189,0.03439494605349776,4.179883244989692e-9,1.463301187093689e-9
Staphylococcus sp. URHA0057,Bacilli,Firmicutes,undefined,0.75,13,2549675,L-glutamate ,Amino acids,0.48417538604685284,0.3415645831629079,6.986896605218648e-8,2.7320741798718526e-8
Streptomyces sp. URHA0041,Actinobacteria,Actinobacteria,positive,4.04,14,8015544,L-glutamate ,Amino acids,0.3958394046006479,0.06249902470194668,8.49843558009393e-9,9.362712204449322e-9
Variovorax sp. URHB0020,Betaproteobacteria,Proteobacteria,positive,8.33,12,6632341,L-glutamate ,Amino acids,0.4056067573006142,0.03518063428286041,4.093528511439872e-9,5.148801321381866e-9
Acidobacteriaceae bacterium URHE0068,Acidobacteria,Acidobacteria,positive,7.0,3,6679185,L-hydroxyproline,Amino acids,0.6208588231034862,0.05881588951406466,7.897773526173587e-9,2.513464215894148e-9
Bacillus sp. URHB0009,Bacilli,Firmicutes,negative,1.31,20,5377210,L-hydroxyproline,Amino acids,0.3994202135467115,0.13816170807487277,3.2071699156730296e-8,1.7767809007538156e-8
Blastococcus sp. URHD0036,Actinobacteria,Actinobacteria,undefined,2.78,8,5177578,L-hydroxyproline,Amino acids,0.49847190473444797,0.09897041460415677,1.56258727399217e-8,7.126442314765308e-9
Bradyrhizobium sp. URHA0002,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6972827,L-hydroxyproline,Amino acids,0.6193761285391918,0.05872203205913222,7.452802662339015e-9,2.9576490686384386e-9
Bradyrhizobium sp. URHA0013,Alphaproteobacteria,Proteobacteria,positive,5.73,3,7193102,L-hydroxyproline,Amino acids,0.6195543501157905,0.059576234163177665,7.882199499071066e-9,2.8671933932578226e-9
Bradyrhizobium sp. URHD0069,Alphaproteobacteria,Proteobacteria,positive,5.32,3,6793945,L-hydroxyproline,Amino acids,0.6231942854958753,0.0714522319769466,9.429459088315755e-9,3.1846912581505543e-9
Burkholderia sp. URHA0054,Betaproteobacteria,Proteobacteria,positive,2.43,10,7244804,L-hydroxyproline,Amino acids,0.46349754735682364,0.09531880297953668,1.4069096708403941e-8,1.0415736723981606e-8
Caulobacter sp. URHA0033,Alphaproteobacteria,Proteobacteria,positive,2.9,3,5642219,L-hydroxyproline,Amino acids,0.6145657220972985,0.05759921029109326,7.41940866470845e-9,3.113991624176594e-9
Cellulomonas sp. URHD0024,Actinobacteria,Actinobacteria,undefined,2.52,8,4210445,L-hydroxyproline,Amino acids,0.4900205487166174,0.08067128203636148,1.2324515673033269e-8,5.828642908191443e-9
Cellulomonas sp. URHE0023,Actinobacteria,Actinobacteria,undefined,3.57,5,4467545,L-hydroxyproline,Amino acids,0.5496483833177593,0.06508991865196645,8.888790324486752e-9,3.6909827999296496e-9
Comamonadaceae bacterium URHA0028,Betaproteobacteria,Proteobacteria,positive,6.24,5,4904121,L-hydroxyproline,Amino acids,0.5471112325322715,0.048652500306525785,6.17723551150687e-9,3.2174474897765885e-9
Dongia sp. URHE0060,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6067264,L-hydroxyproline,Amino acids,0.6166652631388966,0.04966096270758899,6.230590052858896e-9,2.5523217069247945e-9
Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,undefined,3.33,8,5264264,L-hydroxyproline,Amino acids,0.4827326163112641,0.05973948517781609,8.37315769504234e-9,5.337879395192599e-9
Geodermatophilaceae bacterium URHA0031,Actinobacteria,Actinobacteria,negative,2.72,9,5236918,L-hydroxyproline,Amino acids,0.4772740210495033,0.08813981407721459,1.3226591336947184e-8,7.403082325024787e-9
Geodermatophilaceae bacterium URHB0048,Actinobacteria,Actinobacteria,negative,3.6,7,4705879,L-hydroxyproline,Amino acids,0.5097103303488231,0.07841707716484844,1.1065338255149174e-8,5.451934225885415e-9
Geodermatophilaceae bacterium URHB0062,Actinobacteria,Actinobacteria,negative,2.24,9,5093035,L-hydroxyproline,Amino acids,0.48024102756957143,0.10103177677412188,1.5720409617144773e-8,8.215728187441435e-9
Intrasporangiaceae bacterium URHB0013,Actinobacteria,Actinobacteria,undefined,2.25,6,4567713,L-hydroxyproline,Amino acids,0.5399954005363911,0.11706359394328084,1.9504572338617492e-8,6.345899040532495e-9
Lysobacter sp. URHA0019,Gammaproteobacteria,Proteobacteria,undefined,5.26,5,3223982,L-hydroxyproline,Amino acids,0.5530926564059018,0.06457190154801697,8.546739072484282e-9,3.204364174515346e-9
Marmoricola sp. URHB0036,Actinobacteria,Actinobacteria,undefined,3.88,3,4829548,L-hydroxyproline,Amino acids,0.6171690519877919,0.05691370998478226,7.2983202719749105e-9,2.614533377577356e-9
Mesorhizobium sp. URHA0056,Alphaproteobacteria,Proteobacteria,positive,4.7,4,6306952,L-hydroxyproline,Amino acids,0.5798674052696136,0.0616369855799861,7.890941680565792e-9,3.960843301717203e-9
Mesorhizobium sp. URHB0007,Alphaproteobacteria,Proteobacteria,positive,5.01,4,6069513,L-hydroxyproline,Amino acids,0.5786246325324549,0.05495978519481552,7.2228948723240595e-9,3.279589855828801e-9
Mesorhizobium sp. URHC0008,Alphaproteobacteria,Proteobacteria,positive,5.12,3,7106298,L-hydroxyproline,Amino acids,0.6159340462967239,0.055769586103849834,6.871987022838384e-9,3.2726193575800863e-9
Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,undefined,1.82,6,4034872,L-hydroxyproline,Amino acids,0.5431612167442473,0.14071210157618302,2.33665621240389e-8,7.442948228833322e-9
Micromonosporaceae bacterium URHE0070,Actinobacteria,Actinobacteria,negative,4.16,10,7372737,L-hydroxyproline,Amino acids,0.4541241696099963,0.061105874493726564,8.35384240361331e-9,6.8220299990617285e-9
Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,positive,4.36,8,7485871,L-hydroxyproline,Amino acids,0.4777695107980258,0.05177686119405784,6.194594612061697e-9,5.7722174642581546e-9
Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,positive,3.83,7,6657122,L-hydroxyproline,Amino acids,0.5027212047178515,0.0628492834739982,8.210333424720699e-9,5.743142190569598e-9
Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,undefined,6.28,12,4684622,L-hydroxyproline,Amino acids,0.4175104230708397,0.03654290239267251,4.313228477396326e-9,4.855979811418495e-9
Nocardioides sp. URHA0032,Actinobacteria,Actinobacteria,undefined,4.82,5,4560838,L-hydroxyproline,Amino acids,0.5515762825628924,0.06280498003058357,8.4283107515326e-9,3.460464925306997e-9
Paenibacillus sp. URHA0014,Bacilli,Firmicutes,negative,1.43,23,7371174,L-hydroxyproline,Amino acids,0.3336970065264879,0.07609716646745665,9.7679898948834e-9,1.5950243264336082e-8
Pseudomonas sp. URHB0015,Gammaproteobacteria,Proteobacteria,positive,0.96,8,6208105,L-hydroxyproline,Amino acids,0.5378980991981679,0.1822905981070597,5.469362785888598e-8,1.196191161958467e-8
Rhodospirillales bacterium URHD0017,Alphaproteobacteria,Proteobacteria,positive,7.05,3,8179139,L-hydroxyproline,Amino acids,0.6114513702010825,0.049362533247098064,6.013762860165041e-9,2.813006561723816e-9
Rhodospirillales bacterium URHD0088,Alphaproteobacteria,Proteobacteria,undefined,7.49,9,6646877,L-hydroxyproline,Amino acids,0.4749365753301323,0.05751940133520899,7.507206069139726e-9,5.707800572232699e-9
Solirubrobacter sp. URHD0082,Thermoleophilia,Actinobacteria,negative,6.11,3,6640086,L-hydroxyproline,Amino acids,0.6133518551923385,0.044609954060960834,5.50368440477973e-9,2.402193001089905e-9
Solirubrobacterales bacterium URHD0059,Thermoleophilia,Actinobacteria,negative,4.74,3,6572728,L-hydroxyproline,Amino acids,0.6150229127630076,0.05109038612498972,6.404600716087439e-9,2.7607554257922054e-9
Sphingomonas sp. URHD0007,Alphaproteobacteria,Proteobacteria,positive,6.3,3,2934896,L-hydroxyproline,Amino acids,0.5991121612033046,0.024922203094178665,2.724678898330704e-9,1.5403918460503477e-9
Sphingomonas sp. URHD0057,Alphaproteobacteria,Proteobacteria,positive,6.78,3,2785891,L-hydroxyproline,Amino acids,0.6101334160280754,0.03591044663761687,4.180347450833885e-9,1.7813486669827966e-9
Staphylococcus sp. URHA0057,Bacilli,Firmicutes,undefined,0.75,13,2549675,L-hydroxyproline,Amino acids,0.49947019019393146,0.33411901336063804,6.995191142867764e-8,2.6186545141455282e-8
Streptomyces sp. URHA0041,Actinobacteria,Actinobacteria,positive,4.04,14,8015544,L-hydroxyproline,Amino acids,0.40841678278875987,0.06307946754315136,8.506147455267407e-9,9.035242552384293e-9
Variovorax sp. URHB0020,Betaproteobacteria,Proteobacteria,positive,8.33,12,6632341,L-hydroxyproline,Amino acids,0.4186479298295734,0.0355057706426327,4.095191287332457e-9,4.9610467191001625e-9
Acidobacteriaceae bacterium URHE0068,Acidobacteria,Acidobacteria,positive,7.0,3,6679185,L-pyroglutamic acid,Amino acids,0.6015831297194968,0.05900864999783608,7.896373912325895e-9,2.649967635589006e-9
Bacillus sp. URHB0009,Bacilli,Firmicutes,negative,1.31,20,5377210,L-pyroglutamic acid,Amino acids,0.38722659197845866,0.13572929348022858,3.2051882874706477e-8,1.7593693787700635e-8
Blastococcus sp. URHD0036,Actinobacteria,Actinobacteria,undefined,2.78,8,5177578,L-pyroglutamic acid,Amino acids,0.4832206625890855,0.0987027847572712,1.5622894199442252e-8,7.2132721043916e-9
Bradyrhizobium sp. URHA0002,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6972827,L-pyroglutamic acid,Amino acids,0.6001855232708234,0.058095501141300666,7.45191325912643e-9,2.9975156590481748e-9
