monomer,ontology,isolate,response,percent_uptake
linoleic acid,Fatty acids,Bradyrhizobium sp. URHA0002,positive,0.9993359999997472
linoleic acid,Fatty acids,Bradyrhizobium sp. URHA0013,positive,0.9993359999999306
linoleic acid,Fatty acids,Bradyrhizobium sp. URHD0069,positive,0.9993360000000766
linoleic acid,Fatty acids,Burkholderia sp. URHA0054,positive,0.9993359999999728
linoleic acid,Fatty acids,Caulobacter sp. URHA0033,positive,0.9993359999997987
linoleic acid,Fatty acids,Cellulomonas sp. URHD0024,undefined,0.9993359999999532
linoleic acid,Fatty acids,Cellulomonas sp. URHE0023,undefined,0.9993360000003624
linoleic acid,Fatty acids,Comamonadaceae bacterium URHA0028,positive,0.9993359999999666
linoleic acid,Fatty acids,Dongia sp. URHE0060,positive,0.923239547003297
linoleic acid,Fatty acids,Flavobacterium sp. URHB0058,undefined,0.9993360000000026
linoleic acid,Fatty acids,Geodermatophilaceae bacterium URHA0031,negative,0.9993359999999715
linoleic acid,Fatty acids,Geodermatophilaceae bacterium URHB0048,negative,0.9993359999999961
linoleic acid,Fatty acids,Geodermatophilaceae bacterium URHB0062,negative,0.9993360000000354
linoleic acid,Fatty acids,Intrasporangiaceae bacterium URHB0013,undefined,0.9993359999999093
linoleic acid,Fatty acids,Lysobacter sp. URHA0019,undefined,0.9993359999999911
linoleic acid,Fatty acids,Marmoricola sp. URHB0036,undefined,0.9993360000000507
linoleic acid,Fatty acids,Mesorhizobium sp. URHA0056,positive,0.9993359999998083
linoleic acid,Fatty acids,Mesorhizobium sp. URHB0007,positive,0.9993359999999226
linoleic acid,Fatty acids,Mesorhizobium sp. URHC0008,positive,0.8895002501271417
linoleic acid,Fatty acids,Microbacterium sp. URHA0036,undefined,0.9993359999999967
linoleic acid,Fatty acids,Micromonosporaceae bacterium URHE0070,negative,0.9993359999999969
linoleic acid,Fatty acids,Mycobacterium sp. URHB0044,positive,0.9993359999999919
linoleic acid,Fatty acids,Mycobacterium sp. URHD0025,positive,0.999335999999094
linoleic acid,Fatty acids,Nocardioides sp. URHA0020,undefined,0.9993360000001763
linoleic acid,Fatty acids,Nocardioides sp. URHA0032,undefined,0.9993360000000304
linoleic acid,Fatty acids,Paenibacillus sp. URHA0014,negative,0.999335999999999
linoleic acid,Fatty acids,Pseudomonas sp. URHB0015,positive,0.9993360000000667
linoleic acid,Fatty acids,Rhodospirillales bacterium URHD0017,positive,0.9993360000000197
linoleic acid,Fatty acids,Rhodospirillales bacterium URHD0088,undefined,0.99719874858678
linoleic acid,Fatty acids,Solirubrobacter sp. URHD0082,negative,0.9993359999999926
linoleic acid,Fatty acids,Solirubrobacterales bacterium URHD0059,negative,0.997242999537623
linoleic acid,Fatty acids,Sphingomonas sp. URHD0007,positive,0.9993360000000724
linoleic acid,Fatty acids,Sphingomonas sp. URHD0057,positive,0.9993359999999815
linoleic acid,Fatty acids,Staphylococcus sp. URHA0057,undefined,0.9993360000000223
linoleic acid,Fatty acids,Streptomyces sp. URHA0041,positive,0.9993359999999802
linoleic acid,Fatty acids,Variovorax sp. URHB0020,positive,0.9993360000001177
lysine,Amino acids,Acidobacteriaceae bacterium URHE0068,positive,0.9998235659232649
lysine,Amino acids,Bacillus sp. URHB0009,negative,0.9990033757927054
lysine,Amino acids,Blastococcus sp. URHD0036,undefined,0.9984183111980938
lysine,Amino acids,Bradyrhizobium sp. URHA0002,positive,0.9999984056006312
lysine,Amino acids,Bradyrhizobium sp. URHA0013,positive,0.9999985812625537
lysine,Amino acids,Bradyrhizobium sp. URHD0069,positive,0.9999999981923475
lysine,Amino acids,Burkholderia sp. URHA0054,positive,0.9999804039404204
lysine,Amino acids,Caulobacter sp. URHA0033,positive,0.9941833608342966
lysine,Amino acids,Cellulomonas sp. URHD0024,undefined,0.999997584191434
lysine,Amino acids,Cellulomonas sp. URHE0023,undefined,0.9999999999807095
lysine,Amino acids,Comamonadaceae bacterium URHA0028,positive,0.9999999584401045
lysine,Amino acids,Dongia sp. URHE0060,positive,0.9999999999494361
lysine,Amino acids,Flavobacterium sp. URHB0058,undefined,0.999999935860403
lysine,Amino acids,Geodermatophilaceae bacterium URHA0031,negative,0.9993092085914856
lysine,Amino acids,Geodermatophilaceae bacterium URHB0048,negative,0.999987733156343
lysine,Amino acids,Geodermatophilaceae bacterium URHB0062,negative,0.9999439942910495
lysine,Amino acids,Intrasporangiaceae bacterium URHB0013,undefined,0.9999998828417684
lysine,Amino acids,Lysobacter sp. URHA0019,undefined,0.9999999996098371
lysine,Amino acids,Marmoricola sp. URHB0036,undefined,0.9999333715110584
lysine,Amino acids,Mesorhizobium sp. URHA0056,positive,0.9999999770649586
lysine,Amino acids,Mesorhizobium sp. URHB0007,positive,0.99999996948389
lysine,Amino acids,Mesorhizobium sp. URHC0008,positive,0.9999941405285608
lysine,Amino acids,Microbacterium sp. URHA0036,undefined,0.9999999998701854
lysine,Amino acids,Micromonosporaceae bacterium URHE0070,negative,0.9999272753929557
lysine,Amino acids,Mycobacterium sp. URHB0044,positive,0.9916082746746628
lysine,Amino acids,Mycobacterium sp. URHD0025,positive,0.9922304343053793
lysine,Amino acids,Nocardioides sp. URHA0020,undefined,0.9999367481192325
lysine,Amino acids,Nocardioides sp. URHA0032,undefined,0.999999315623776
lysine,Amino acids,Paenibacillus sp. URHA0014,negative,0.9999999657640363
lysine,Amino acids,Pseudomonas sp. URHB0015,positive,0.9978506062275668
lysine,Amino acids,Rhodospirillales bacterium URHD0017,positive,0.9999999998335004
lysine,Amino acids,Rhodospirillales bacterium URHD0088,undefined,0.9999999999975735
lysine,Amino acids,Solirubrobacter sp. URHD0082,negative,0.9999998436005043
lysine,Amino acids,Solirubrobacterales bacterium URHD0059,negative,0.9999925660787039
lysine,Amino acids,Sphingomonas sp. URHD0007,positive,0.9999973813692321
lysine,Amino acids,Sphingomonas sp. URHD0057,positive,0.9999999596182284
lysine,Amino acids,Staphylococcus sp. URHA0057,undefined,0.9999996360059575
lysine,Amino acids,Streptomyces sp. URHA0041,positive,0.9997008102497884
lysine,Amino acids,Variovorax sp. URHB0020,positive,0.9999998625097649
malic acid,Organic acids,Acidobacteriaceae bacterium URHE0068,positive,0.5854140316241335
malic acid,Organic acids,Bacillus sp. URHB0009,negative,0.9860323140321993
malic acid,Organic acids,Blastococcus sp. URHD0036,undefined,0.7322572974868088
malic acid,Organic acids,Bradyrhizobium sp. URHA0002,positive,0.9998404230779264
malic acid,Organic acids,Bradyrhizobium sp. URHA0013,positive,0.9999283269086335
malic acid,Organic acids,Bradyrhizobium sp. URHD0069,positive,0.9999962395819493
malic acid,Organic acids,Burkholderia sp. URHA0054,positive,0.9987292777084595
malic acid,Organic acids,Caulobacter sp. URHA0033,positive,0.9685280091716322
malic acid,Organic acids,Cellulomonas sp. URHD0024,undefined,0.7828956049429675
malic acid,Organic acids,Cellulomonas sp. URHE0023,undefined,0.9896141176542683
malic acid,Organic acids,Comamonadaceae bacterium URHA0028,positive,0.999999904666038
malic acid,Organic acids,Dongia sp. URHE0060,positive,0.9970501082252057
malic acid,Organic acids,Flavobacterium sp. URHB0058,undefined,0.9999986443691119
malic acid,Organic acids,Geodermatophilaceae bacterium URHA0031,negative,0.9655584278364175
malic acid,Organic acids,Geodermatophilaceae bacterium URHB0048,negative,0.9515672649359588
malic acid,Organic acids,Geodermatophilaceae bacterium URHB0062,negative,0.9909564588401424
malic acid,Organic acids,Intrasporangiaceae bacterium URHB0013,undefined,0.9998671969446964
malic acid,Organic acids,Lysobacter sp. URHA0019,undefined,0.999988332587281
malic acid,Organic acids,Marmoricola sp. URHB0036,undefined,0.8950746883026157
malic acid,Organic acids,Mesorhizobium sp. URHA0056,positive,0.9999944637229573
malic acid,Organic acids,Mesorhizobium sp. URHB0007,positive,0.9995311235342133
malic acid,Organic acids,Mesorhizobium sp. URHC0008,positive,0.823575133861861
malic acid,Organic acids,Microbacterium sp. URHA0036,undefined,0.9999767807676595
malic acid,Organic acids,Micromonosporaceae bacterium URHE0070,negative,0.8473433296308303
malic acid,Organic acids,Mycobacterium sp. URHB0044,positive,0.9041553813312675
malic acid,Organic acids,Mycobacterium sp. URHD0025,positive,0.882102137756402
malic acid,Organic acids,Nocardioides sp. URHA0020,undefined,0.981654093106827
malic acid,Organic acids,Nocardioides sp. URHA0032,undefined,0.6474388377461021
malic acid,Organic acids,Paenibacillus sp. URHA0014,negative,0.9999816526748755
malic acid,Organic acids,Pseudomonas sp. URHB0015,positive,0.9815693237781389
malic acid,Organic acids,Rhodospirillales bacterium URHD0017,positive,0.9999998774200438
malic acid,Organic acids,Rhodospirillales bacterium URHD0088,undefined,0.9999962804933521
malic acid,Organic acids,Solirubrobacter sp. URHD0082,negative,0.9657394189375443
malic acid,Organic acids,Solirubrobacterales bacterium URHD0059,negative,0.7367229202109092
malic acid,Organic acids,Sphingomonas sp. URHD0007,positive,0.9995825005095493
malic acid,Organic acids,Sphingomonas sp. URHD0057,positive,0.9999967942548598
malic acid,Organic acids,Staphylococcus sp. URHA0057,undefined,0.9999653862709013
malic acid,Organic acids,Streptomyces sp. URHA0041,positive,0.9559144782544156
malic acid,Organic acids,Variovorax sp. URHB0020,positive,0.9999990601924834
malonic acid ,Organic acids,Acidobacteriaceae bacterium URHE0068,positive,0.7045364385838658
malonic acid ,Organic acids,Bacillus sp. URHB0009,negative,0.9772321959954421
malonic acid ,Organic acids,Blastococcus sp. URHD0036,undefined,0.8086856053208399
malonic acid ,Organic acids,Bradyrhizobium sp. URHA0002,positive,0.9997391650429607
malonic acid ,Organic acids,Bradyrhizobium sp. URHA0013,positive,0.9998917342650585
malonic acid ,Organic acids,Bradyrhizobium sp. URHD0069,positive,0.9999929508030246
malonic acid ,Organic acids,Burkholderia sp. URHA0054,positive,0.9976442255355108
malonic acid ,Organic acids,Caulobacter sp. URHA0033,positive,0.9611618981295792
malonic acid ,Organic acids,Cellulomonas sp. URHD0024,undefined,0.8776501178936468
malonic acid ,Organic acids,Cellulomonas sp. URHE0023,undefined,0.9984441794203347
malonic acid ,Organic acids,Comamonadaceae bacterium URHA0028,positive,0.9999998852719288
malonic acid ,Organic acids,Dongia sp. URHE0060,positive,0.9993496105350894
malonic acid ,Organic acids,Flavobacterium sp. URHB0058,undefined,0.9999965705153915
malonic acid ,Organic acids,Geodermatophilaceae bacterium URHA0031,negative,0.9688501220349566
malonic acid ,Organic acids,Geodermatophilaceae bacterium URHB0048,negative,0.97542394559404
malonic acid ,Organic acids,Geodermatophilaceae bacterium URHB0062,negative,0.9916762313856514
malonic acid ,Organic acids,Intrasporangiaceae bacterium URHB0013,undefined,0.9999095119188319
malonic acid ,Organic acids,Lysobacter sp. URHA0019,undefined,0.9999963243560058
malonic acid ,Organic acids,Marmoricola sp. URHB0036,undefined,0.9452487912721682
malonic acid ,Organic acids,Mesorhizobium sp. URHA0056,positive,0.9999980686246521
malonic acid ,Organic acids,Mesorhizobium sp. URHB0007,positive,0.9999107957048874
malonic acid ,Organic acids,Mesorhizobium sp. URHC0008,positive,0.9014776307627252
malonic acid ,Organic acids,Microbacterium sp. URHA0036,undefined,0.9999932579514356
malonic acid ,Organic acids,Micromonosporaceae bacterium URHE0070,negative,0.9068030160515061
malonic acid ,Organic acids,Mycobacterium sp. URHB0044,positive,0.9091020319146755
malonic acid ,Organic acids,Mycobacterium sp. URHD0025,positive,0.8953097107676129
malonic acid ,Organic acids,Nocardioides sp. URHA0020,undefined,0.9905451478562495
malonic acid ,Organic acids,Nocardioides sp. URHA0032,undefined,0.77615979322654
malonic acid ,Organic acids,Paenibacillus sp. URHA0014,negative,0.9999565244429973
malonic acid ,Organic acids,Pseudomonas sp. URHB0015,positive,0.967342087488484
malonic acid ,Organic acids,Rhodospirillales bacterium URHD0017,positive,0.9999994449617182
malonic acid ,Organic acids,Rhodospirillales bacterium URHD0088,undefined,0.9999985845766113
malonic acid ,Organic acids,Solirubrobacter sp. URHD0082,negative,0.9890337916519018
malonic acid ,Organic acids,Solirubrobacterales bacterium URHD0059,negative,0.842227138897612
malonic acid ,Organic acids,Sphingomonas sp. URHD0007,positive,0.9999441106408853
malonic acid ,Organic acids,Sphingomonas sp. URHD0057,positive,0.9999995455039173
malonic acid ,Organic acids,Staphylococcus sp. URHA0057,undefined,0.9999270552371607
malonic acid ,Organic acids,Streptomyces sp. URHA0041,positive,0.9649634734707533
malonic acid ,Organic acids,Variovorax sp. URHB0020,positive,0.9999980633196274
methionine ,Amino acids,Acidobacteriaceae bacterium URHE0068,positive,0.9994011878929432
methionine ,Amino acids,Bacillus sp. URHB0009,negative,0.996891968111831
methionine ,Amino acids,Blastococcus sp. URHD0036,undefined,0.9958642094630124
methionine ,Amino acids,Bradyrhizobium sp. URHA0002,positive,0.9999924347908834
methionine ,Amino acids,Bradyrhizobium sp. URHA0013,positive,0.9999954468450185
methionine ,Amino acids,Bradyrhizobium sp. URHD0069,positive,0.9999999783056225
methionine ,Amino acids,Burkholderia sp. URHA0054,positive,0.9999005313754822
methionine ,Amino acids,Caulobacter sp. URHA0033,positive,0.9885655720637673
methionine ,Amino acids,Cellulomonas sp. URHD0024,undefined,0.9999881091990416
methionine ,Amino acids,Cellulomonas sp. URHE0023,undefined,0.9999999999430015
methionine ,Amino acids,Comamonadaceae bacterium URHA0028,positive,0.9999999389837899
methionine ,Amino acids,Dongia sp. URHE0060,positive,0.9999999993914086
methionine ,Amino acids,Flavobacterium sp. URHB0058,undefined,0.9999997782288014
methionine ,Amino acids,Geodermatophilaceae bacterium URHA0031,negative,0.9979881013890772
methionine ,Amino acids,Geodermatophilaceae bacterium URHB0048,negative,0.9999525880264669
methionine ,Amino acids,Geodermatophilaceae bacterium URHB0062,negative,0.9997785565552102
methionine ,Amino acids,Intrasporangiaceae bacterium URHB0013,undefined,0.9999996147948014
methionine ,Amino acids,Lysobacter sp. URHA0019,undefined,0.9999999970434619
methionine ,Amino acids,Marmoricola sp. URHB0036,undefined,0.9998214354683416
methionine ,Amino acids,Mesorhizobium sp. URHA0056,positive,0.9999999661782151
methionine ,Amino acids,Mesorhizobium sp. URHB0007,positive,0.9999999419189493
methionine ,Amino acids,Mesorhizobium sp. URHC0008,positive,0.9999688343908331
methionine ,Amino acids,Microbacterium sp. URHA0036,undefined,0.9999999994992018
methionine ,Amino acids,Micromonosporaceae bacterium URHE0070,negative,0.9996996212394291
methionine ,Amino acids,Mycobacterium sp. URHB0044,positive,0.9834651315923244
methionine ,Amino acids,Mycobacterium sp. URHD0025,positive,0.9844079243985421
methionine ,Amino acids,Nocardioides sp. URHA0020,undefined,0.9998369444226882
methionine ,Amino acids,Nocardioides sp. URHA0032,undefined,0.9999963473279194
methionine ,Amino acids,Paenibacillus sp. URHA0014,negative,0.9999996983011192
methionine ,Amino acids,Pseudomonas sp. URHB0015,positive,0.9939027228749941
methionine ,Amino acids,Rhodospirillales bacterium URHD0017,positive,0.9999999971504588
methionine ,Amino acids,Rhodospirillales bacterium URHD0088,undefined,0.9999999999701353
methionine ,Amino acids,Solirubrobacter sp. URHD0082,negative,0.9999995493163081
methionine ,Amino acids,Solirubrobacterales bacterium URHD0059,negative,0.9999664061975002
methionine ,Amino acids,Sphingomonas sp. URHD0007,positive,0.9999962909543529
methionine ,Amino acids,Sphingomonas sp. URHD0057,positive,0.9999999086600508
methionine ,Amino acids,Staphylococcus sp. URHA0057,undefined,0.9999983888267528
methionine ,Amino acids,Streptomyces sp. URHA0041,positive,0.9989546698617653
methionine ,Amino acids,Variovorax sp. URHB0020,positive,0.9999996625068641
N-acetyl-D-glucosamine ,Sugars,Acidobacteriaceae bacterium URHE0068,positive,0.9973107675145272
N-acetyl-D-glucosamine ,Sugars,Bacillus sp. URHB0009,negative,0.9993860000075292
N-acetyl-D-glucosamine ,Sugars,Blastococcus sp. URHD0036,undefined,0.9949866241720908
N-acetyl-D-glucosamine ,Sugars,Bradyrhizobium sp. URHA0002,positive,0.9992233781958413
N-acetyl-D-glucosamine ,Sugars,Bradyrhizobium sp. URHA0013,positive,0.9999720821326976
N-acetyl-D-glucosamine ,Sugars,Bradyrhizobium sp. URHD0069,positive,0.9999933335476079
N-acetyl-D-glucosamine ,Sugars,Burkholderia sp. URHA0054,positive,0.9999929722126494
N-acetyl-D-glucosamine ,Sugars,Caulobacter sp. URHA0033,positive,0.9957179906471716
N-acetyl-D-glucosamine ,Sugars,Cellulomonas sp. URHD0024,undefined,0.9999993854564785
N-acetyl-D-glucosamine ,Sugars,Cellulomonas sp. URHE0023,undefined,0.9999999999930855
N-acetyl-D-glucosamine ,Sugars,Comamonadaceae bacterium URHA0028,positive,0.9999974203491725
N-acetyl-D-glucosamine ,Sugars,Dongia sp. URHE0060,positive,0.9999999999557018
N-acetyl-D-glucosamine ,Sugars,Flavobacterium sp. URHB0058,undefined,0.9999999587104537
N-acetyl-D-glucosamine ,Sugars,Geodermatophilaceae bacterium URHA0031,negative,0.9992809234626078
N-acetyl-D-glucosamine ,Sugars,Geodermatophilaceae bacterium URHB0048,negative,0.9999548309708411
N-acetyl-D-glucosamine ,Sugars,Geodermatophilaceae bacterium URHB0062,negative,0.9999668383268687
N-acetyl-D-glucosamine ,Sugars,Intrasporangiaceae bacterium URHB0013,undefined,0.999999841619521
N-acetyl-D-glucosamine ,Sugars,Lysobacter sp. URHA0019,undefined,0.9999411369429012
N-acetyl-D-glucosamine ,Sugars,Marmoricola sp. URHB0036,undefined,0.9999648863764806
N-acetyl-D-glucosamine ,Sugars,Mesorhizobium sp. URHA0056,positive,0.9999999790733526
N-acetyl-D-glucosamine ,Sugars,Mesorhizobium sp. URHB0007,positive,0.999999975457185
N-acetyl-D-glucosamine ,Sugars,Mesorhizobium sp. URHC0008,positive,0.9999978047588366
N-acetyl-D-glucosamine ,Sugars,Microbacterium sp. URHA0036,undefined,0.9999999998845964
N-acetyl-D-glucosamine ,Sugars,Micromonosporaceae bacterium URHE0070,negative,0.9999647603366928
N-acetyl-D-glucosamine ,Sugars,Mycobacterium sp. URHB0044,positive,0.9907884728791031
N-acetyl-D-glucosamine ,Sugars,Mycobacterium sp. URHD0025,positive,0.9822798117381749
N-acetyl-D-glucosamine ,Sugars,Nocardioides sp. URHA0020,undefined,0.9999457833261202
N-acetyl-D-glucosamine ,Sugars,Nocardioides sp. URHA0032,undefined,0.9999872110292355
N-acetyl-D-glucosamine ,Sugars,Paenibacillus sp. URHA0014,negative,0.9999999977517615
N-acetyl-D-glucosamine ,Sugars,Pseudomonas sp. URHB0015,positive,0.9979915689095686
N-acetyl-D-glucosamine ,Sugars,Rhodospirillales bacterium URHD0017,positive,0.9999980549157854
N-acetyl-D-glucosamine ,Sugars,Rhodospirillales bacterium URHD0088,undefined,0.9999999869943454
N-acetyl-D-glucosamine ,Sugars,Solirubrobacter sp. URHD0082,negative,0.9999998885695663
N-acetyl-D-glucosamine ,Sugars,Solirubrobacterales bacterium URHD0059,negative,0.9999982180509284
N-acetyl-D-glucosamine ,Sugars,Sphingomonas sp. URHD0007,positive,0.9999999314917803
N-acetyl-D-glucosamine ,Sugars,Sphingomonas sp. URHD0057,positive,0.9999946206234579
N-acetyl-D-glucosamine ,Sugars,Staphylococcus sp. URHA0057,undefined,0.9999994876865673
N-acetyl-D-glucosamine ,Sugars,Streptomyces sp. URHA0041,positive,0.999844110145231
N-acetyl-D-glucosamine ,Sugars,Variovorax sp. URHB0020,positive,0.9999972569496325
nicotinic acid,Organic acids,Acidobacteriaceae bacterium URHE0068,positive,0.5371002656321632
nicotinic acid,Organic acids,Bacillus sp. URHB0009,negative,0.997186850098064
nicotinic acid,Organic acids,Blastococcus sp. URHD0036,undefined,0.7092373075180597
nicotinic acid,Organic acids,Bradyrhizobium sp. URHA0002,positive,0.9999800751860195
nicotinic acid,Organic acids,Bradyrhizobium sp. URHA0013,positive,0.99998689526917
nicotinic acid,Organic acids,Bradyrhizobium sp. URHD0069,positive,0.9999997917501968
nicotinic acid,Organic acids,Burkholderia sp. URHA0054,positive,0.9998474808855893
nicotinic acid,Organic acids,Caulobacter sp. URHA0033,positive,0.9872817133353292
nicotinic acid,Organic acids,Cellulomonas sp. URHD0024,undefined,0.7386734150450934
nicotinic acid,Organic acids,Cellulomonas sp. URHE0023,undefined,0.9804077637107272
nicotinic acid,Organic acids,Comamonadaceae bacterium URHA0028,positive,0.9999999514586034
nicotinic acid,Organic acids,Dongia sp. URHE0060,positive,0.9956857779862939
nicotinic acid,Organic acids,Flavobacterium sp. URHB0058,undefined,0.9999998860752696
nicotinic acid,Organic acids,Geodermatophilaceae bacterium URHA0031,negative,0.9774493286521959
nicotinic acid,Organic acids,Geodermatophilaceae bacterium URHB0048,negative,0.9446422158582282
nicotinic acid,Organic acids,Geodermatophilaceae bacterium URHB0062,negative,0.9953278226191565
nicotinic acid,Organic acids,Intrasporangiaceae bacterium URHB0013,undefined,0.9999424019065292
nicotinic acid,Organic acids,Lysobacter sp. URHA0019,undefined,0.9999931942297121
nicotinic acid,Organic acids,Marmoricola sp. URHB0036,undefined,0.8741295296044084
nicotinic acid,Organic acids,Mesorhizobium sp. URHA0056,positive,0.9999944842873749
nicotinic acid,Organic acids,Mesorhizobium sp. URHB0007,positive,0.9993344275855871
nicotinic acid,Organic acids,Mesorhizobium sp. URHC0008,positive,0.7886912980727111
nicotinic acid,Organic acids,Microbacterium sp. URHA0036,undefined,0.9999833510452725
nicotinic acid,Organic acids,Micromonosporaceae bacterium URHE0070,negative,0.8269110606646072
nicotinic acid,Organic acids,Mycobacterium sp. URHB0044,positive,0.9301080438218564
nicotinic acid,Organic acids,Mycobacterium sp. URHD0025,positive,0.9039193514111922
nicotinic acid,Organic acids,Nocardioides sp. URHA0020,undefined,0.9813395415685056
nicotinic acid,Organic acids,Nocardioides sp. URHA0032,undefined,0.5899710936820771
nicotinic acid,Organic acids,Paenibacillus sp. URHA0014,negative,0.9999990845264329
nicotinic acid,Organic acids,Pseudomonas sp. URHB0015,positive,0.9969908680516341
nicotinic acid,Organic acids,Rhodospirillales bacterium URHD0017,positive,0.9999999991036547
nicotinic acid,Organic acids,Rhodospirillales bacterium URHD0088,undefined,0.9999984253631596
nicotinic acid,Organic acids,Solirubrobacter sp. URHD0082,negative,0.9511424206543916
nicotinic acid,Organic acids,Solirubrobacterales bacterium URHD0059,negative,0.6890218234043268
nicotinic acid,Organic acids,Sphingomonas sp. URHD0007,positive,0.9992748107495242
nicotinic acid,Organic acids,Sphingomonas sp. URHD0057,positive,0.9999968662028088
nicotinic acid,Organic acids,Staphylococcus sp. URHA0057,undefined,0.999996497297227
nicotinic acid,Organic acids,Streptomyces sp. URHA0041,positive,0.9653048535378798
nicotinic acid,Organic acids,Variovorax sp. URHB0020,positive,0.9999998534199964
ornithine,Amino acids,Acidobacteriaceae bacterium URHE0068,positive,0.9995802036116614
ornithine,Amino acids,Bacillus sp. URHB0009,negative,0.9976404210950266
ornithine,Amino acids,Blastococcus sp. URHD0036,undefined,0.996815830798158
ornithine,Amino acids,Bradyrhizobium sp. URHA0002,positive,0.9999952929686882
ornithine,Amino acids,Bradyrhizobium sp. URHA0013,positive,0.9999968020133994
ornithine,Amino acids,Bradyrhizobium sp. URHD0069,positive,0.9999999894898567
ornithine,Amino acids,Burkholderia sp. URHA0054,positive,0.9999343787271708
ornithine,Amino acids,Caulobacter sp. URHA0033,positive,0.9907762642564947
ornithine,Amino acids,Cellulomonas sp. URHD0024,undefined,0.9999927976845031
ornithine,Amino acids,Cellulomonas sp. URHE0023,undefined,0.9999999999614875
ornithine,Amino acids,Comamonadaceae bacterium URHA0028,positive,0.9999999466894743
ornithine,Amino acids,Dongia sp. URHE0060,positive,0.9999999997392464
ornithine,Amino acids,Flavobacterium sp. URHB0058,undefined,0.999999850112629
ornithine,Amino acids,Geodermatophilaceae bacterium URHA0031,negative,0.9985050438449805
ornithine,Amino acids,Geodermatophilaceae bacterium URHB0048,negative,0.9999690644004217
ornithine,Amino acids,Geodermatophilaceae bacterium URHB0062,negative,0.999848591318651
ornithine,Amino acids,Intrasporangiaceae bacterium URHB0013,undefined,0.9999997308015887
ornithine,Amino acids,Lysobacter sp. URHA0019,undefined,0.9999999987340643
ornithine,Amino acids,Marmoricola sp. URHB0036,undefined,0.9998774614758377
ornithine,Amino acids,Mesorhizobium sp. URHA0056,positive,0.9999999703523034
ornithine,Amino acids,Mesorhizobium sp. URHB0007,positive,0.9999999526220994
ornithine,Amino acids,Mesorhizobium sp. URHC0008,positive,0.9999809574017395
ornithine,Amino acids,Microbacterium sp. URHA0036,undefined,0.9999999996710015
ornithine,Amino acids,Micromonosporaceae bacterium URHE0070,negative,0.9997957919860462
ornithine,Amino acids,Mycobacterium sp. URHB0044,positive,0.9864160569184955
ornithine,Amino acids,Mycobacterium sp. URHD0025,positive,0.9872312151370204
ornithine,Amino acids,Nocardioides sp. URHA0020,undefined,0.9998898098982659
ornithine,Amino acids,Nocardioides sp. URHA0032,undefined,0.9999979712274661
ornithine,Amino acids,Paenibacillus sp. URHA0014,negative,0.9999998312680005
ornithine,Amino acids,Pseudomonas sp. URHB0015,positive,0.9952267990314755
ornithine,Amino acids,Rhodospirillales bacterium URHD0017,positive,0.9999999987739889
ornithine,Amino acids,Rhodospirillales bacterium URHD0088,undefined,0.9999999999859559
ornithine,Amino acids,Solirubrobacter sp. URHD0082,negative,0.9999996907944337
ornithine,Amino acids,Solirubrobacterales bacterium URHD0059,negative,0.9999794576668835
ornithine,Amino acids,Sphingomonas sp. URHD0007,positive,0.999997658067086
ornithine,Amino acids,Sphingomonas sp. URHD0057,positive,0.999999956480518
ornithine,Amino acids,Staphylococcus sp. URHA0057,undefined,0.9999989152775728
ornithine,Amino acids,Streptomyces sp. URHA0041,positive,0.9992466066189912
ornithine,Amino acids,Variovorax sp. URHB0020,positive,0.9999997478508755
pantothenic acid ,Organic acids,Acidobacteriaceae bacterium URHE0068,positive,0.4367547340297338
pantothenic acid ,Organic acids,Bacillus sp. URHB0009,negative,0.9977293812670066
pantothenic acid ,Organic acids,Blastococcus sp. URHD0036,undefined,0.6148248123693959
pantothenic acid ,Organic acids,Bradyrhizobium sp. URHA0002,positive,0.9999669392654492
pantothenic acid ,Organic acids,Bradyrhizobium sp. URHA0013,positive,0.9999791527527452
pantothenic acid ,Organic acids,Bradyrhizobium sp. URHD0069,positive,0.9999995123991408
pantothenic acid ,Organic acids,Burkholderia sp. URHA0054,positive,0.9998466490734752
pantothenic acid ,Organic acids,Caulobacter sp. URHA0033,positive,0.9842975661722742
pantothenic acid ,Organic acids,Cellulomonas sp. URHD0024,undefined,0.6329554649337028
pantothenic acid ,Organic acids,Cellulomonas sp. URHE0023,undefined,0.9454704060410717
pantothenic acid ,Organic acids,Comamonadaceae bacterium URHA0028,positive,0.9999999455075574
pantothenic acid ,Organic acids,Dongia sp. URHE0060,positive,0.9850065829147718
pantothenic acid ,Organic acids,Flavobacterium sp. URHB0058,undefined,0.9999998892158151
pantothenic acid ,Organic acids,Geodermatophilaceae bacterium URHA0031,negative,0.9626817431978207
pantothenic acid ,Organic acids,Geodermatophilaceae bacterium URHB0048,negative,0.8955593593105287
pantothenic acid ,Organic acids,Geodermatophilaceae bacterium URHB0062,negative,0.9909281470615171
pantothenic acid ,Organic acids,Intrasporangiaceae bacterium URHB0013,undefined,0.9997913971214437
pantothenic acid ,Organic acids,Lysobacter sp. URHA0019,undefined,0.9999464559150958
pantothenic acid ,Organic acids,Marmoricola sp. URHB0036,undefined,0.7947313538257851
pantothenic acid ,Organic acids,Mesorhizobium sp. URHA0056,positive,0.9999693677484112
pantothenic acid ,Organic acids,Mesorhizobium sp. URHB0007,positive,0.996722134102
pantothenic acid ,Organic acids,Mesorhizobium sp. URHC0008,positive,0.6903838233160994
