,BGE,BP,BR,rgrowth,xenzyme,rGco2,rMco2,rXco2,jEX,jDE,jDEco2,jD,jED,jV,jE,dreserve,response,isolate,class,phylum,mingt,rrn,genomesize,kM,alphaenz,gV0,kE,yEV,NSB,KD,yDE,monomer,ontology,eta
2401,0.501438179,1.33E-09,1.32E-09,0.015200982,4.69E-05,2.88E-06,5.41E-10,8.88E-09,1.73E-08,3.51E-06,6.34E-07,4.15E-06,3.70E-08,4.92E-07,3.70E-08,0.011500471,undefined,Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,1.82,6,4034872,3.58E-06,0.003085924,0.321573906,2.021099712,1.51268153,6.06E-09,0.001664199,0.152857143,shikimic acid,Organic acids,0.074044623
2403,0.424503916,7.63E-10,1.03E-09,0.009526595,1.62E-05,9.96E-06,4.25E-08,1.69E-08,2.62E-08,2.01E-06,3.63E-07,2.37E-06,6.08E-08,3.33E-07,6.08E-08,0.01205138,positive,Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,4.36,8,7485871,0.000341132,0.001696574,0.264536854,1.339486862,1.643835616,4.21E-09,0.002016574,0.152857143,shikimic acid,Organic acids,0.074044623
2404,0.450825857,7.79E-10,9.49E-10,0.00972754,1.35E-05,6.94E-06,1.35E-08,9.61E-09,1.66E-08,1.48E-06,2.66E-07,1.74E-06,4.26E-08,2.58E-07,4.26E-08,0.010853166,positive,Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,3.83,7,6657122,0.000142938,0.001384077,0.269708105,1.441204817,1.580239892,4.08E-09,0.001864177,0.152857143,shikimic acid,Organic acids,0.074044623
2405,0.357850196,5.79E-10,1.04E-09,0.0077649,2.27E-05,1.63E-06,2.01E-10,4.77E-09,5.46E-09,2.86E-07,5.17E-08,3.38E-07,8.87E-09,5.00E-08,8.87E-09,0.013784147,undefined,Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,6.28,12,4684622,1.03E-05,0.002923702,0.253460556,1.066517473,1.872678994,3.83E-09,0.001570252,0.152857143,shikimic acid,Organic acids,0.074044623
2407,0.296032238,1.42E-09,3.37E-09,0.016273476,0.000162735,0.000418609,3.11E-05,4.19E-06,2.97E-06,0.000808495,0.000145884,0.000954379,1.32E-06,0.000343132,1.32E-06,0.018379279,negative,Paenibacillus sp. URHA0014,Bacilli,Firmicutes,1.43,23,7371174,0.000323379,0.01,0.352352262,2.190244495,2.41130031,1.05E-08,0.003225461,0.152857143,shikimic acid,Organic acids,0.074044623
2408,0.513145084,9.06E-09,7.37E-09,0.075372036,0.000114889,0.000854328,3.27E-05,1.30E-06,2.02E-06,0.002253595,0.000406635,0.00266023,4.07E-06,0.001300072,4.07E-06,0.052710469,positive,Pseudomonas sp. URHB0015,Gammaproteobacteria,Proteobacteria,0.96,8,6208105,0.000110284,0.001524297,0.434182184,2.431609475,1.643835616,3.84E-08,0.007865701,0.152857143,shikimic acid,Organic acids,0.074044623
2409,0.637359213,2.88E-09,1.56E-09,0.027212866,5.05E-05,0.000207104,0.000346721,3.85E-07,1.43E-06,0.001540868,0.000278032,0.0018189,3.97E-06,0.00112381,3.97E-06,0.036895105,positive,Rhodospirillales bacterium URHD0017,Alphaproteobacteria,Proteobacteria,7.05,3,8179139,0.000779474,0.001857236,0.250785955,0.985893885,1.268776278,9.90E-09,0.003707693,0.152857143,shikimic acid,Organic acids,0.074044623
2410,0.373244794,4.50E-10,7.57E-10,0.00658145,1.38E-05,2.60E-06,1.18E-08,5.45E-09,7.74E-09,8.17E-07,1.47E-07,9.64E-07,1.72E-08,1.80E-07,1.72E-08,0.012154493,undefined,Rhodospirillales bacterium URHD0088,Alphaproteobacteria,Proteobacteria,7.49,9,6646877,0.000166234,0.002098048,0.249514533,0.945063193,1.704336196,2.99E-09,0.001778849,0.152857143,shikimic acid,Organic acids,0.074044623
2413,0.607334723,9.38E-10,6.06E-10,0.010982677,4.47E-05,3.21E-07,6.62E-12,1.31E-09,4.87E-09,2.45E-07,4.41E-08,2.89E-07,7.26E-09,4.44E-08,7.26E-09,0.013283998,positive,Sphingomonas sp. URHD0007,Alphaproteobacteria,Proteobacteria,6.3,3,2934896,3.83E-07,0.004072804,0.253382415,1.064257172,1.268776278,3.68E-09,0.001423093,0.152857143,shikimic acid,Organic acids,0.074044623
2414,0.645359722,2.31E-09,1.15E-09,0.021910282,4.50E-05,0.000355429,1.77E-07,7.31E-07,2.72E-06,0.001684315,0.000303915,0.00198823,4.24E-06,0.001719262,4.24E-06,0.028114544,positive,Sphingomonas sp. URHD0057,Alphaproteobacteria,Proteobacteria,6.78,3,2785891,2.60E-07,0.002055932,0.25165153,1.012740988,1.268776278,7.90E-09,0.001585049,0.152857143,shikimic acid,Organic acids,0.074044623
2415,0.445453356,1.19E-08,8.73E-09,0.085443081,0.000150214,0.001124001,4.97E-08,1.98E-06,2.13E-06,0.00234223,0.000422628,0.002764859,4.82E-06,0.00198127,4.82E-06,0.06678294,undefined,Staphylococcus sp. URHA0057,Bacilli,Firmicutes,0.75,13,2549675,1.31E-07,0.001758056,0.518724026,2.553415178,1.925598275,5.89E-08,0.003320112,0.152857143,shikimic acid,Organic acids,0.074044623
2416,0.230960057,2.38E-10,8.23E-10,0.005120028,2.88E-05,1.91E-06,5.41E-08,1.08E-08,1.10E-08,9.74E-07,1.76E-07,1.15E-06,8.00E-09,2.57E-07,8.00E-09,0.007711712,positive,Streptomyces sp. URHA0041,Actinobacteria,Actinobacteria,4.04,14,8015544,0.000569173,0.005623291,0.267484565,1.399116158,1.977331951,2.67E-09,0.001798486,0.152857143,shikimic acid,Organic acids,0.074044623
2417,0.440822725,2.91E-09,3.48E-09,0.02717853,5.71E-05,0.000466558,5.20E-05,9.81E-07,1.12E-06,0.001088251,0.000196362,0.001284613,3.11E-06,0.000795302,3.11E-06,0.060293613,positive,Variovorax sp. URHB0020,Betaproteobacteria,Proteobacteria,8.33,12,6632341,0.000163299,0.002102646,0.247473855,0.875808688,1.872678994,1.46E-08,0.003791621,0.152857143,shikimic acid,Organic acids,0.074044623
2419,0.390736498,4.89E-09,6.83E-09,0.043014266,0.000141436,0.000843785,7.79E-06,2.77E-06,2.18E-06,0.001545788,0.000154579,0.001700367,2.55E-06,0.000927283,2.55E-06,0.044466928,negative,Bacillus sp. URHB0009,Bacilli,Firmicutes,1.31,20,5377210,3.11E-05,0.00328811,0.366392402,2.247728614,2.270981174,1.71E-08,0.003405404,0.090909091,sinapyl alcohol,Organic acids,0.121844191
2420,0.291612344,1.62E-10,4.53E-10,0.005185812,1.20E-05,2.81E-07,6.03E-10,6.50E-10,1.01E-09,1.95E-07,1.95E-08,2.15E-07,1.24E-09,7.84E-08,1.24E-09,0.005066651,undefined,Blastococcus sp. URHD0036,Actinobacteria,Actinobacteria,2.78,8,5177578,2.23E-05,0.002308658,0.286429607,1.695966091,1.643835616,1.12E-09,0.00146986,0.090909091,sinapyl alcohol,Organic acids,0.121844191
2421,0.690082486,2.29E-09,1.01E-09,0.022635798,3.31E-05,0.000360306,0.000143979,5.28E-07,1.96E-06,0.001900508,0.000190051,0.002090558,4.49E-06,0.001545437,4.49E-06,0.027208566,positive,Bradyrhizobium sp. URHA0002,Alphaproteobacteria,Proteobacteria,6.09,3,6972827,0.000238226,0.001464266,0.254229781,1.088478186,1.268776278,4.69E-09,0.002309422,0.090909091,sinapyl alcohol,Organic acids,0.121844191
2422,0.683435847,2.01E-09,9.18E-10,0.020334718,3.87E-05,0.000327024,0.000166842,6.23E-07,2.32E-06,0.001776839,0.000177684,0.001954523,4.06E-06,0.001428688,4.06E-06,0.023509224,positive,Bradyrhizobium sp. URHA0013,Alphaproteobacteria,Proteobacteria,5.73,3,7193102,0.000300641,0.001904107,0.255834623,1.132663739,1.268776278,4.18E-09,0.002252729,0.090909091,sinapyl alcohol,Organic acids,0.121844191
2423,0.689509189,2.23E-09,9.80E-10,0.022097262,3.73E-05,0.000364653,0.000111806,6.15E-07,2.29E-06,0.001883795,0.00018838,0.002072175,4.14E-06,0.001474123,4.14E-06,0.024265623,positive,Bradyrhizobium sp. URHD0069,Alphaproteobacteria,Proteobacteria,5.32,3,6793945,0.000196846,0.00168609,0.257942124,1.187556721,1.268776278,4.57E-09,0.002248531,0.090909091,sinapyl alcohol,Organic acids,0.121844191
2424,0.482658114,2.29E-09,2.43E-09,0.023288765,4.16E-05,0.000530448,0.000101568,9.48E-07,1.24E-06,0.001396953,0.000139695,0.001536649,2.32E-06,0.000930199,2.32E-06,0.023300495,positive,Burkholderia sp. URHA0054,Betaproteobacteria,Proteobacteria,2.43,10,7244804,0.00032562,0.0017874,0.295626127,1.801882877,1.762357889,6.57E-09,0.002823569,0.090909091,sinapyl alcohol,Organic acids,0.121844191
2425,0.699474708,3.38E-09,1.38E-09,0.031697613,0.000229438,0.000449811,3.28E-05,3.26E-06,1.21E-05,0.002183165,0.000218316,0.002401481,3.77E-06,0.001863594,3.77E-06,0.024871465,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,Proteobacteria,2.9,3,5642219,5.03E-05,0.007238338,0.283840831,1.662426368,1.268776278,6.71E-09,0.002335339,0.090909091,sinapyl alcohol,Organic acids,0.121844191
2428,0.626099836,4.24E-09,2.20E-09,0.037080415,7.91E-05,0.000531646,1.05E-05,1.13E-06,2.58E-06,0.001759737,0.000175974,0.00193571,4.22E-06,0.001537391,4.22E-06,0.051763113,positive,Comamonadaceae bacterium URHA0028,Betaproteobacteria,Proteobacteria,6.24,5,4904121,1.73E-05,0.002132716,0.253618415,1.071066953,1.439874503,9.42E-09,0.002422967,0.090909091,sinapyl alcohol,Organic acids,0.121844191
2429,0.395784572,1.09E-10,3.52E-10,0.009880094,2.43E-05,2.10E-07,5.53E-09,5.17E-10,1.92E-09,3.02E-07,3.02E-08,3.32E-07,2.40E-09,1.68E-07,2.40E-09,0.01175291,positive,Dongia sp. URHE0060,Alphaproteobacteria,Proteobacteria,6.09,3,6067264,8.46E-05,0.002462653,0.254229781,1.088478186,1.268776278,7.14E-10,0.001466471,0.090909091,sinapyl alcohol,Organic acids,0.121844191
2430,0.54528269,4.64E-09,3.30E-09,0.039373403,0.000283109,0.000639806,1.38E-05,4.60E-06,7.15E-06,0.001666323,0.000166632,0.001832956,3.00E-06,0.00128589,3.00E-06,0.043106996,undefined,Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,3.33,8,5264264,2.98E-05,0.007190364,0.276235383,1.552321204,1.643835616,1.17E-08,0.002875893,0.090909091,sinapyl alcohol,Organic acids,0.121844191
2431,0.484676783,1.44E-09,1.52E-09,0.015774064,6.08E-05,0.000581767,8.99E-06,2.24E-06,3.18E-06,0.001427529,0.000142753,0.001570282,2.43E-06,0.001073885,2.43E-06,0.015913199,negative,Geodermatophilaceae bacterium URHA0031,Actinobacteria,Actinobacteria,2.72,9,5236918,2.43E-05,0.003851715,0.287819287,1.713242229,1.704336196,4.23E-09,0.001811715,0.090909091,sinapyl alcohol,Organic acids,0.121844191
2432,0.436814498,4.11E-10,5.30E-10,0.006454857,1.67E-05,7.80E-07,2.28E-10,2.02E-09,3.48E-09,2.16E-07,2.16E-08,2.37E-07,3.96E-09,5.80E-08,3.96E-09,0.006899366,negative,Geodermatophilaceae bacterium URHB0048,Actinobacteria,Actinobacteria,3.6,7,4705879,1.08E-05,0.002592987,0.272466395,1.49028861,1.580239892,1.59E-09,0.001493832,0.090909091,sinapyl alcohol,Organic acids,0.121844191
2433,0.489180844,1.65E-09,1.72E-09,0.017800638,5.31E-05,0.00059869,7.67E-06,1.79E-06,2.54E-06,0.001464808,0.000146481,0.001611289,2.40E-06,0.001170522,2.40E-06,0.016483617,negative,Geodermatophilaceae bacterium URHB0062,Actinobacteria,Actinobacteria,2.24,9,5093035,1.99E-05,0.002982621,0.301987954,1.865010579,1.704336196,4.78E-09,0.001853069,0.090909091,sinapyl alcohol,Organic acids,0.121844191
2434,0.562146704,1.85E-09,1.43E-09,0.019488544,7.12E-05,0.000591654,4.14E-06,2.16E-06,4.22E-06,0.001759428,0.000175943,0.001935371,2.88E-06,0.001416671,2.88E-06,0.016066801,undefined,Intrasporangiaceae bacterium URHB0013,Actinobacteria,Actinobacteria,2.25,6,4567713,8.87E-06,0.003652758,0.301622692,1.861580257,1.51268153,4.66E-09,0.001759573,0.090909091,sinapyl alcohol,Organic acids,0.121844191
2435,0.606737977,2.19E-09,1.37E-09,0.021537768,4.33E-05,0.000532445,4.72E-07,1.07E-06,2.43E-06,0.001749383,0.000174938,0.001924321,3.82E-06,0.001590168,3.82E-06,0.026457842,undefined,Lysobacter sp. URHA0019,Gammaproteobacteria,Proteobacteria,5.26,5,3223982,7.71E-07,0.002008287,0.258279697,1.196038209,1.439874503,5.06E-09,0.001639648,0.090909091,sinapyl alcohol,Organic acids,0.121844191
2436,0.546202215,2.79E-10,2.41E-10,0.005530127,1.51E-05,2.51E-07,3.52E-10,6.85E-10,2.55E-09,1.80E-07,1.80E-08,1.98E-07,2.30E-09,7.31E-08,2.30E-09,0.004945078,undefined,Marmoricola sp. URHB0036,Actinobacteria,Actinobacteria,3.88,3,4829548,1.31E-05,0.002732841,0.269155142,1.430956861,1.268776278,1.03E-09,0.00144782,0.090909091,sinapyl alcohol,Organic acids,0.121844191
2437,0.503170779,3.24E-10,3.26E-10,0.005705981,1.37E-05,1.16E-06,8.13E-09,2.79E-09,7.77E-09,5.54E-07,5.54E-08,6.09E-07,9.27E-09,1.90E-07,9.27E-09,0.006185459,positive,Mesorhizobium sp. URHA0056,Alphaproteobacteria,Proteobacteria,4.7,4,6306952,0.000113467,0.002408548,0.261873106,1.281439027,1.359773371,1.19E-09,0.001558425,0.090909091,sinapyl alcohol,Organic acids,0.121844191
2438,0.396418923,1.51E-10,4.43E-10,0.009398723,2.62E-05,3.22E-07,5.28E-09,8.99E-10,2.50E-09,3.44E-07,3.44E-08,3.78E-07,2.65E-09,1.63E-07,2.65E-09,0.010561068,positive,Mesorhizobium sp. URHB0007,Alphaproteobacteria,Proteobacteria,5.01,4,6069513,8.51E-05,0.002789973,0.259778595,1.232718085,1.359773371,8.56E-10,0.001490182,0.090909091,sinapyl alcohol,Organic acids,0.121844191
2440,0.543615596,1.33E-09,1.12E-09,0.015193253,4.69E-05,0.00060779,7.04E-07,1.88E-06,3.66E-06,0.001807699,0.00018077,0.001988469,2.91E-06,0.000638531,2.91E-06,0.011494581,undefined,Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,1.82,6,4034872,3.58E-06,0.003085924,0.321573906,2.021099712,1.51268153,3.59E-09,0.001610969,0.090909091,sinapyl alcohol,Organic acids,0.121844191
2442,0.461190843,7.63E-10,8.91E-10,0.009527991,1.62E-05,9.96E-06,4.26E-08,1.69E-08,2.62E-08,2.02E-06,2.02E-07,2.22E-06,6.31E-08,3.34E-07,6.31E-08,0.012053122,positive,Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,4.36,8,7485871,0.000341132,0.001696574,0.264536854,1.339486862,1.643835616,2.50E-09,0.001835678,0.090909091,sinapyl alcohol,Organic acids,0.121844191
2443,0.490135901,7.79E-10,8.11E-10,0.009728519,1.35E-05,7.06E-06,1.35E-08,9.77E-09,1.68E-08,1.48E-06,1.48E-07,1.63E-06,4.32E-08,2.58E-07,4.32E-08,0.010854256,positive,Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,3.83,7,6657122,0.000142938,0.001384077,0.269708105,1.441204817,1.580239892,2.42E-09,0.001738494,0.090909091,sinapyl alcohol,Organic acids,0.121844191
2444,0.389087374,5.79E-10,9.09E-10,0.007765018,2.27E-05,1.67E-06,2.01E-10,4.90E-09,5.61E-09,2.86E-07,2.86E-08,3.15E-07,9.10E-09,5.00E-08,9.10E-09,0.013784358,undefined,Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,6.28,12,4684622,1.03E-05,0.002923702,0.253460556,1.066517473,1.872678994,2.27E-09,0.001551059,0.090909091,sinapyl alcohol,Organic acids,0.121844191
2446,0.319741251,1.42E-09,3.01E-09,0.016285002,0.00016285,0.000501127,3.24E-05,5.01E-06,3.55E-06,0.000899896,9.00E-05,0.000989886,1.47E-06,0.000356734,1.47E-06,0.018392288,negative,Paenibacillus sp. URHA0014,Bacilli,Firmicutes,1.43,23,7371174,0.000323379,0.01,0.352352262,2.190244495,2.41130031,6.23E-09,0.002606581,0.090909091,sinapyl alcohol,Organic acids,0.121844191
2447,0.551880478,9.07E-09,6.42E-09,0.076339236,0.000116364,0.000998913,4.33E-05,1.52E-06,2.36E-06,0.002629711,0.000262971,0.002892682,4.75E-06,0.001718534,4.75E-06,0.053409175,positive,Pseudomonas sp. URHB0015,Gammaproteobacteria,Proteobacteria,0.96,8,6208105,0.000110284,0.001524297,0.434182184,2.431609475,1.643835616,2.27E-08,0.005565648,0.090909091,sinapyl alcohol,Organic acids,0.121844191
2448,0.687201101,2.88E-09,1.26E-09,0.027327723,5.08E-05,0.000258418,0.00040858,4.80E-07,1.79E-06,0.001777774,0.000177777,0.001955552,4.58E-06,0.001323254,4.58E-06,0.037051963,positive,Rhodospirillales bacterium URHD0017,Alphaproteobacteria,Proteobacteria,7.05,3,8179139,0.000779474,0.001857236,0.250785955,0.985893885,1.268776278,5.87E-09,0.002914099,0.090909091,sinapyl alcohol,Organic acids,0.121844191
2449,0.407537323,4.50E-10,6.56E-10,0.006581948,1.38E-05,2.67E-06,1.18E-08,5.60E-09,7.95E-09,8.17E-07,8.17E-08,8.99E-07,1.77E-08,1.80E-07,1.77E-08,0.012155407,undefined,Rhodospirillales bacterium URHD0088,Alphaproteobacteria,Proteobacteria,7.49,9,6646877,0.000166234,0.002098048,0.249514533,0.945063193,1.704336196,1.77E-09,0.001684081,0.090909091,sinapyl alcohol,Organic acids,0.121844191
2452,0.660837646,9.38E-10,4.81E-10,0.010982382,4.47E-05,3.28E-07,6.66E-12,1.34E-09,4.97E-09,2.46E-07,2.46E-08,2.71E-07,7.46E-09,4.46E-08,7.46E-09,0.013283636,positive,Sphingomonas sp. URHD0007,Alphaproteobacteria,Proteobacteria,6.3,3,2934896,3.83E-07,0.004072804,0.253382415,1.064257172,1.268776278,2.18E-09,0.001457216,0.090909091,sinapyl alcohol,Organic acids,0.121844191
2453,0.696658649,2.31E-09,9.44E-10,0.022194493,4.56E-05,0.000413922,1.97E-07,8.51E-07,3.17E-06,0.001961727,0.000196173,0.0021579,4.93E-06,0.00191073,4.93E-06,0.02848738,positive,Sphingomonas sp. URHD0057,Alphaproteobacteria,Proteobacteria,6.78,3,2785891,2.60E-07,0.002055932,0.25165153,1.012740988,1.268776278,4.69E-09,0.001560495,0.090909091,sinapyl alcohol,Organic acids,0.121844191
2454,0.478840469,1.19E-08,8.68E-09,0.087598408,0.000154003,0.001296294,6.01E-08,2.28E-06,2.46E-06,0.002706888,0.000270689,0.002977577,5.59E-06,0.002392011,5.59E-06,0.068528644,undefined,Staphylococcus sp. URHA0057,Bacilli,Firmicutes,0.75,13,2549675,1.31E-07,0.001758056,0.518724026,2.553415178,1.925598275,3.49E-08,0.00266694,0.090909091,sinapyl alcohol,Organic acids,0.121844191
2455,0.253333103,2.39E-10,7.32E-10,0.005120332,2.88E-05,1.96E-06,5.41E-08,1.10E-08,1.13E-08,9.74E-07,9.74E-08,1.07E-06,8.21E-09,2.57E-07,8.21E-09,0.007712149,positive,Streptomyces sp. URHA0041,Actinobacteria,Actinobacteria,4.04,14,8015544,0.000569173,0.005623291,0.267484565,1.399116158,1.977331951,1.58E-09,0.001696604,0.090909091,sinapyl alcohol,Organic acids,0.121844191
2456,0.474584252,2.91E-09,3.06E-09,0.027298885,5.74E-05,0.000546942,6.11E-05,1.15E-06,1.32E-06,0.001268687,0.000126869,0.001395556,3.63E-06,0.000933735,3.63E-06,0.06056835,positive,Variovorax sp. URHB0020,Betaproteobacteria,Proteobacteria,8.33,12,6632341,0.000163299,0.002102646,0.247473855,0.875808688,1.872678994,8.63E-09,0.002967619,0.090909091,sinapyl alcohol,Organic acids,0.121844191
2458,0.367669354,4.88E-09,7.60E-09,0.043421189,0.000142774,0.000756418,6.71E-06,2.49E-06,1.96E-06,0.001370238,0.000228373,0.001598611,2.26E-06,0.000798187,2.26E-06,0.044895746,negative,Bacillus sp. URHB0009,Bacilli,Firmicutes,1.31,20,5377210,3.11E-05,0.00328811,0.366392402,2.247728614,2.270981174,2.86E-08,0.004117302,0.142857143,stachyhydrine,Organic acids,0.189727637
2459,0.266140175,1.62E-10,5.07E-10,0.00518634,1.20E-05,2.74E-07,6.03E-10,6.33E-10,9.84E-10,1.95E-07,3.25E-08,2.28E-07,1.21E-09,7.84E-08,1.21E-09,0.005067167,undefined,Blastococcus sp. URHD0036,Actinobacteria,Actinobacteria,2.78,8,5177578,2.23E-05,0.002308658,0.286429607,1.695966091,1.643835616,1.86E-09,0.001335864,0.142857143,stachyhydrine,Organic acids,0.189727637
2460,0.647410385,2.29E-09,1.21E-09,0.02254887,3.30E-05,0.000304466,0.000117164,4.46E-07,1.66E-06,0.001616882,0.00026948,0.001886363,3.82E-06,0.001259016,3.82E-06,0.027102774,positive,Bradyrhizobium sp. URHA0002,Alphaproteobacteria,Proteobacteria,6.09,3,6972827,0.000238226,0.001464266,0.254229781,1.088478186,1.268776278,7.81E-09,0.002542342,0.142857143,stachyhydrine,Organic acids,0.189727637
2461,0.640735683,2.01E-09,1.11E-09,0.020411861,3.89E-05,0.000290093,0.000147065,5.52E-07,2.06E-06,0.001536318,0.000256053,0.001792372,3.51E-06,0.001260171,3.51E-06,0.023599013,positive,Bradyrhizobium sp. URHA0013,Alphaproteobacteria,Proteobacteria,5.73,3,7193102,0.000300641,0.001904107,0.255834623,1.132663739,1.268776278,6.97E-09,0.002460872,0.142857143,stachyhydrine,Organic acids,0.189727637
2462,0.646737944,2.23E-09,1.19E-09,0.02218688,3.74E-05,0.000318034,0.00010138,5.36E-07,2.00E-06,0.001651833,0.000275306,0.001927139,3.63E-06,0.001337379,3.63E-06,0.024365223,positive,Bradyrhizobium sp. URHD0069,Alphaproteobacteria,Proteobacteria,5.32,3,6793945,0.000196846,0.00168609,0.257942124,1.187556721,1.268776278,7.62E-09,0.002454839,0.142857143,stachyhydrine,Organic acids,0.189727637
2463,0.453217647,2.29E-09,2.74E-09,0.023350017,4.17E-05,0.000476656,8.43E-05,8.52E-07,1.12E-06,0.001175571,0.000195928,0.001371499,1.95E-06,0.000772215,1.95E-06,0.023362098,positive,Burkholderia sp. URHA0054,Betaproteobacteria,Proteobacteria,2.43,10,7244804,0.00032562,0.0017874,0.295626127,1.801882877,1.762357889,1.10E-08,0.003281187,0.142857143,stachyhydrine,Organic acids,0.189727637
2464,0.656815198,3.38E-09,1.68E-09,0.031836442,0.000230443,0.000394386,2.92E-05,2.85E-06,1.06E-05,0.001916278,0.00031938,0.002235658,3.31E-06,0.001657531,3.31E-06,0.024982341,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,Proteobacteria,2.9,3,5642219,5.03E-05,0.007238338,0.283840831,1.662426368,1.268776278,1.12E-08,0.002579585,0.142857143,stachyhydrine,Organic acids,0.189727637
2467,0.588850111,4.23E-09,2.50E-09,0.03687723,7.86E-05,0.000470496,9.52E-06,1.00E-06,2.28E-06,0.001557902,0.00025965,0.001817552,3.73E-06,0.001399916,3.73E-06,0.05146945,positive,Comamonadaceae bacterium URHA0028,Betaproteobacteria,Proteobacteria,6.24,5,4904121,1.73E-05,0.002132716,0.253618415,1.071066953,1.439874503,1.57E-08,0.002705509,0.142857143,stachyhydrine,Organic acids,0.189727637
2468,0.352276342,1.09E-10,3.86E-10,0.009880528,2.43E-05,2.10E-07,5.53E-09,5.17E-10,1.92E-09,3.02E-07,5.03E-08,3.52E-07,2.40E-09,1.68E-07,2.40E-09,0.011753426,positive,Dongia sp. URHE0060,Alphaproteobacteria,Proteobacteria,6.09,3,6067264,8.46E-05,0.002462653,0.254229781,1.088478186,1.268776278,1.19E-09,0.001330994,0.142857143,stachyhydrine,Organic acids,0.189727637
2469,0.5129219,4.64E-09,3.80E-09,0.039885344,0.00028679,0.000566209,1.30E-05,4.07E-06,6.32E-06,0.001475609,0.000245935,0.001721544,2.66E-06,0.001209992,2.66E-06,0.043682487,undefined,Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,3.33,8,5264264,2.98E-05,0.007190364,0.276235383,1.552321204,1.643835616,1.95E-08,0.003356377,0.142857143,stachyhydrine,Organic acids,0.189727637
2470,0.454085513,1.44E-09,1.72E-09,0.015775133,6.08E-05,0.000508989,8.23E-06,1.96E-06,2.78E-06,0.00124958,0.000208263,0.001457844,2.12E-06,0.00098336,2.12E-06,0.015914286,negative,Geodermatophilaceae bacterium URHA0031,Actinobacteria,Actinobacteria,2.72,9,5236918,2.43E-05,0.003851715,0.287819287,1.713242229,1.704336196,7.05E-09,0.00182712,0.142857143,stachyhydrine,Organic acids,0.189727637
2471,0.404279496,4.11E-10,6.06E-10,0.006455492,1.67E-05,7.60E-07,2.28E-10,1.97E-09,3.40E-09,2.16E-07,3.60E-08,2.52E-07,3.86E-09,5.80E-08,3.86E-09,0.006900047,negative,Geodermatophilaceae bacterium URHB0048,Actinobacteria,Actinobacteria,3.6,7,4705879,1.08E-05,0.002592987,0.272466395,1.49028861,1.580239892,2.64E-09,0.001370313,0.142857143,stachyhydrine,Organic acids,0.189727637
2472,0.458541135,1.65E-09,1.94E-09,0.017828355,5.32E-05,0.000510738,6.49E-06,1.52E-06,2.16E-06,0.0012501,0.00020835,0.00145845,2.05E-06,0.000990857,2.05E-06,0.016509515,negative,Geodermatophilaceae bacterium URHB0062,Actinobacteria,Actinobacteria,2.24,9,5093035,1.99E-05,0.002982621,0.301987954,1.865010579,1.704336196,7.96E-09,0.001886548,0.142857143,stachyhydrine,Organic acids,0.189727637
2473,0.52683815,1.85E-09,1.64E-09,0.019402807,7.09E-05,0.000522234,3.76E-06,1.91E-06,3.72E-06,0.001553203,0.000258867,0.00181207,2.55E-06,0.001286898,2.55E-06,0.015995392,undefined,Intrasporangiaceae bacterium URHB0013,Actinobacteria,Actinobacteria,2.25,6,4567713,8.87E-06,0.003652758,0.301622692,1.861580257,1.51268153,7.76E-09,0.001752191,0.142857143,stachyhydrine,Organic acids,0.189727637
2474,0.569402169,2.19E-09,1.58E-09,0.02142012,4.30E-05,0.000470152,4.35E-07,9.44E-07,2.15E-06,0.001544624,0.000257437,0.001802061,3.38E-06,0.001465569,3.38E-06,0.026310714,undefined,Lysobacter sp. URHA0019,Gammaproteobacteria,Proteobacteria,5.26,5,3223982,7.71E-07,0.002008287,0.258279697,1.196038209,1.439874503,8.44E-09,0.001579855,0.142857143,stachyhydrine,Organic acids,0.189727637
2475,0.498038404,2.79E-10,2.90E-10,0.005530734,1.51E-05,2.48E-07,3.52E-10,6.77E-10,2.52E-09,1.80E-07,2.99E-08,2.10E-07,2.28E-09,7.31E-08,2.28E-09,0.004945622,undefined,Marmoricola sp. URHB0036,Actinobacteria,Actinobacteria,3.88,3,4829548,1.31E-05,0.002732841,0.269155142,1.430956861,1.268776278,1.72E-09,0.001304193,0.142857143,stachyhydrine,Organic acids,0.189727637
2476,0.462276395,3.24E-10,3.83E-10,0.005706421,1.37E-05,1.13E-06,8.13E-09,2.73E-09,7.58E-09,5.54E-07,9.23E-08,6.46E-07,9.04E-09,1.90E-07,9.04E-09,0.006185932,positive,Mesorhizobium sp. URHA0056,Alphaproteobacteria,Proteobacteria,4.7,4,6306952,0.000113467,0.002408548,0.261873106,1.281439027,1.359773371,1.99E-09,0.001463135,0.142857143,stachyhydrine,Organic acids,0.189727637
